Code,Year,Population - Sex: all - Age: all - Variant: estimates,Population - Sex: all - Age: all - Variant: medium
BGD,2018,163523109,
BGD,2019,164913060,
BGD,2020,166298024,
BGD,2021,167658855,
BGD,2022,169384891,
BGD,2023,171466986,
BGD,2024,,173562366
BGD,2025,,175686904
BGD,2026,,177818039
BGD,2027,,179930175
BGD,2028,,182014770
BGD,2029,,184064620
BGD,2030,,186072401
BGD,2031,,188025197
BGD,2032,,189904570
BGD,2033,,191717185
BGD,2034,,193461166
BGD,2035,,195130370
BGD,2036,,196740579
BGD,2037,,198288199
BGD,2038,,199776954
BGD,2039,,201208774
BGD,2040,,202589427
BGD,2041,,203939084
BGD,2042,,205259489
BGD,2043,,206545481
BGD,2044,,207801053
BGD,2045,,209029596
BGD,2046,,210231187
BGD,2047,,211402171
BGD,2048,,212537929
BGD,2049,,213638539
BGD,2050,,214709097
BGD,2051,,215750557
BGD,2052,,216751162
BGD,2053,,217708533
BGD,2054,,218621851
BGD,2055,,219497454
BGD,2056,,220331178
BGD,2057,,221117323
BGD,2058,,221856047
BGD,2059,,222532398
BGD,2060,,223149353
BGD,2061,,223712341
BGD,2062,,224214830
BGD,2063,,224655227
BGD,2064,,225032675
BGD,2065,,225351998
BGD,2066,,225618885
BGD,2067,,225829712
BGD,2068,,225982509
BGD,2069,,226078163
BGD,2070,,226125803
BGD,2071,,226129886
BGD,2072,,226087242
BGD,2073,,225993848
BGD,2074,,225856196
BGD,2075,,225676966
BGD,2076,,225447129
BGD,2077,,225166040
BGD,2078,,224849224
BGD,2079,,224489422
BGD,2080,,224081202
BGD,2081,,223633232
BGD,2082,,223153947
BGD,2083,,222646487
BGD,2084,,222104938
BGD,2085,,221529992
BGD,2086,,220909876
BGD,2087,,220249672
BGD,2088,,219555050
BGD,2089,,218822222
BGD,2090,,218048098
BGD,2091,,217237471
BGD,2092,,216389236
BGD,2093,,215502989
BGD,2094,,214584169
BGD,2095,,213637773
BGD,2096,,212673363
BGD,2097,,211687521
BGD,2098,,210676520
BGD,2099,,209642384
BGD,2100,,208596514
BRB,1950,209928,
BRB,1951,213410,
BRB,1952,216517,
BRB,1953,219244,
BRB,1954,221568,
BRB,1955,223296,
BRB,1956,224519,
BRB,1957,225803,
BRB,1958,227266,
BRB,1959,228789,
BRB,1960,230901,
BRB,1961,233155,
BRB,1962,235236,
BRB,1963,237566,
BRB,1964,239969,
BRB,1965,242421,
BRB,1966,245010,
BRB,1967,247099,
BRB,1968,248554,
BRB,1969,249447,
BRB,1970,249398,
BRB,1971,249177,
BRB,1972,249666,
BRB,1973,250330,
BRB,1974,250786,
BRB,1975,251188,
BRB,1976,251454,
BRB,1977,251630,
BRB,1978,251566,
BRB,1979,251277,
BRB,1980,251533,
BRB,1981,252274,
BRB,1982,253098,
BRB,1983,253993,
BRB,1984,254930,
BRB,1985,255831,
BRB,1986,256628,
BRB,1987,257288,
BRB,1988,257768,
BRB,1989,258113,
BRB,1990,258583,
BRB,1991,259382,
BRB,1992,260272,
BRB,1993,261036,
BRB,1994,261625,
BRB,1995,262046,
BRB,1996,262290,
BRB,1997,262405,
BRB,1998,262434,
BRB,1999,262521,
BRB,2000,262071,
BRB,2001,262429,
BRB,2002,264155,
BRB,2003,265789,
BRB,2004,267297,
BRB,2005,268717,
BRB,2006,270011,
BRB,2007,271298,
BRB,2008,272719,
BRB,2009,274137,
BRB,2010,275251,
BRB,2011,276150,
BRB,2012,276949,
BRB,2013,277669,
BRB,2014,278355,
BRB,2015,278999,
BRB,2016,279604,
BRB,2017,280177,
BRB,2018,280719,
BRB,2019,281216,
BRB,2020,281706,
BRB,2021,282157,
BRB,2022,282324,
BRB,2023,282347,
BRB,2024,,282476
BRB,2025,,282628
BRB,2026,,282728
BRB,2027,,282789
BRB,2028,,282801
BRB,2029,,282699
BRB,2030,,282496
BRB,2031,,282212
BRB,2032,,281854
BRB,2033,,281411
BRB,2034,,280913
BRB,2035,,280353
BRB,2036,,279706
BRB,2037,,278971
BRB,2038,,278156
BRB,2039,,277285
BRB,2040,,276354
BRB,2041,,275360
BRB,2042,,274302
BRB,2043,,273154
BRB,2044,,271963
BRB,2045,,270782
BRB,2046,,269542
BRB,2047,,268233
BRB,2048,,266896
BRB,2049,,265557
BRB,2050,,264225
BRB,2051,,262877
BRB,2052,,261522
BRB,2053,,260194
BRB,2054,,258870
BRB,2055,,257527
BRB,2056,,256184
BRB,2057,,254868
BRB,2058,,253557
BRB,2059,,252227
BRB,2060,,250884
BRB,2061,,249518
BRB,2062,,248165
BRB,2063,,246796
BRB,2064,,245440
BRB,2065,,244094
BRB,2066,,242745
BRB,2067,,241389
BRB,2068,,240021
BRB,2069,,238659
BRB,2070,,237290
BRB,2071,,235937
BRB,2072,,234611
BRB,2073,,233254
BRB,2074,,231876
BRB,2075,,230497
BRB,2076,,229094
BRB,2077,,227665
BRB,2078,,226249
BRB,2079,,224828
BRB,2080,,223396
BRB,2081,,221969
BRB,2082,,220527
BRB,2083,,219097
BRB,2084,,217655
BRB,2085,,216204
BRB,2086,,214747
BRB,2087,,213301
BRB,2088,,211867
BRB,2089,,210448
BRB,2090,,208995
BRB,2091,,207536
BRB,2092,,206065
BRB,2093,,204611
BRB,2094,,203157
BRB,2095,,201727
BRB,2096,,200303
BRB,2097,,198898
BRB,2098,,197494
BRB,2099,,196092
BRB,2100,,194711
BLR,1950,7127595,
BLR,1951,7189431,
BLR,1952,7264611,
BLR,1953,7350643,
BLR,1954,7448883,
BLR,1955,7560678,
BLR,1956,7682876,
BLR,1957,7811337,
BLR,1958,7944094,
BLR,1959,8081319,
BLR,1960,8208003,
BLR,1961,8320428,
BLR,1962,8424480,
BLR,1963,8517706,
BLR,1964,8602840,
BLR,1965,8679938,
BLR,1966,8752970,
BLR,1967,8823252,
BLR,1968,8891333,
BLR,1969,8954603,
BLR,1970,9014901,
BLR,1971,9079747,
BLR,1972,9144638,
BLR,1973,9205707,
BLR,1974,9265673,
BLR,1975,9324290,
BLR,1976,9380093,
BLR,1977,9434946,
BLR,1978,9485806,
BLR,1979,9537697,
BLR,1980,9603173,
BLR,1981,9678048,
BLR,1982,9748285,
BLR,1983,9815555,
BLR,1984,9881698,
BLR,1985,9944184,
BLR,1986,10004289,
BLR,1987,10057608,
BLR,1988,10107636,
BLR,1989,10158779,
BLR,1990,10186258,
BLR,1991,10193889,
BLR,1992,10217561,
BLR,1993,10241320,
BLR,1994,10230193,
BLR,1995,10197466,
BLR,1996,10164025,
BLR,1997,10122365,
BLR,1998,10080579,
BLR,1999,10039221,
BLR,2000,9991310,
BLR,2001,9938068,
BLR,2002,9873451,
BLR,2003,9803175,
BLR,2004,9735089,
BLR,2005,9667833,
BLR,2006,9608041,
BLR,2007,9563135,
BLR,2008,9529357,
BLR,2009,9507334,
BLR,2010,9490752,
BLR,2011,9472738,
BLR,2012,9463075,
BLR,2013,9464454,
BLR,2014,9472704,
BLR,2015,9487289,
BLR,2016,9499066,
BLR,2017,9495793,
BLR,2018,9480031,
BLR,2019,9435415,
BLR,2020,9350943,
BLR,2021,9251368,
BLR,2022,9173240,
BLR,2023,9115679,
BLR,2024,,9056696
BLR,2025,,8997601
BLR,2026,,8937018
BLR,2027,,8875630
BLR,2028,,8813868
BLR,2029,,8751056
BLR,2030,,8687631
BLR,2031,,8624462
BLR,2032,,8561292
BLR,2033,,8497927
BLR,2034,,8434839
BLR,2035,,8372269
BLR,2036,,8310226
BLR,2037,,8248676
BLR,2038,,8187277
BLR,2039,,8125768
BLR,2040,,8064471
BLR,2041,,8003446
BLR,2042,,7943010
BLR,2043,,7883219
BLR,2044,,7823424
BLR,2045,,7763465
BLR,2046,,7703318
BLR,2047,,7642600
BLR,2048,,7580623
BLR,2049,,7517481
BLR,2050,,7453542
BLR,2051,,7388571
BLR,2052,,7322187
BLR,2053,,7254283
BLR,2054,,7185163
BLR,2055,,7114778
BLR,2056,,7043344
BLR,2057,,6971340
BLR,2058,,6899072
BLR,2059,,6826541
BLR,2060,,6753791
BLR,2061,,6681195
BLR,2062,,6608841
BLR,2063,,6536557
BLR,2064,,6464527
BLR,2065,,6392852
BLR,2066,,6321654
BLR,2067,,6251086
BLR,2068,,6181418
BLR,2069,,6112590
BLR,2070,,6044485
BLR,2071,,5977047
BLR,2072,,5910452
BLR,2073,,5844722
BLR,2074,,5779796
BLR,2075,,5715779
BLR,2076,,5652580
BLR,2077,,5590069
BLR,2078,,5528397
BLR,2079,,5467668
BLR,2080,,5407684
BLR,2081,,5348625
BLR,2082,,5290581
BLR,2083,,5233517
BLR,2084,,5177398
BLR,2085,,5122141
BLR,2086,,5067765
BLR,2087,,5014231
BLR,2088,,4961453
BLR,2089,,4909295
BLR,2090,,4857563
BLR,2091,,4806303
BLR,2092,,4755350
BLR,2093,,4704490
BLR,2094,,4653759
BLR,2095,,4603207
BLR,2096,,4552798
BLR,2097,,4502444
BLR,2098,,4452013
BLR,2099,,4401462
BLR,2100,,4350961
BEL,1950,8617442,
BEL,1951,8655755,
BEL,1952,8696639,
BEL,1953,8741858,
BEL,1954,8788383,
BEL,1955,8835492,
BEL,1956,8882161,
BEL,1957,8931862,
BEL,1958,8986120,
BEL,1959,9045745,
BEL,1960,9102172,
BEL,1961,9158208,
BEL,1962,9217669,
BEL,1963,9275198,
BEL,1964,9337681,
BEL,1965,9399851,
BEL,1966,9455000,
BEL,1967,9505919,
BEL,1968,9549702,
BEL,1969,9589190,
BEL,1970,9630508,
BEL,1971,9666524,
BEL,1972,9694853,
BEL,1973,9718032,
BEL,1974,9735809,
BEL,1975,9748472,
BEL,1976,9758905,
BEL,1977,9774018,
BEL,1978,9791812,
BEL,1979,9811367,
BEL,1980,9833093,
BEL,1981,9850674,
BEL,1982,9862329,
BEL,1983,9869136,
BEL,1984,9874586,
BEL,1985,9880338,
BEL,1986,9886981,
BEL,1987,9899150,
BEL,1988,9916566,
BEL,1989,9936575,
BEL,1990,9960968,
BEL,1991,9998962,
BEL,1992,10045988,
BEL,1993,10084932,
BEL,1994,10116005,
BEL,1995,10137264,
BEL,1996,10156972,
BEL,1997,10181465,
BEL,1998,10203185,
BEL,1999,10226681,
BEL,2000,10251719,
BEL,2001,10287005,
BEL,2002,10332975,
BEL,2003,10376262,
BEL,2004,10421298,
BEL,2005,10478883,
BEL,2006,10548445,
BEL,2007,10625488,
BEL,2008,10709711,
BEL,2009,10812936,
BEL,2010,10936619,
BEL,2011,11038624,
BEL,2012,11107522,
BEL,2013,11160277,
BEL,2014,11210113,
BEL,2015,11275332,
BEL,2016,11332707,
BEL,2017,11376583,
BEL,2018,11428608,
BEL,2019,11490623,
BEL,2020,11540102,
BEL,2021,11570843,
BEL,2022,11641814,
BEL,2023,11712891,
BEL,2024,,11738761
BEL,2025,,11758601
BEL,2026,,11774647
BEL,2027,,11788643
BEL,2028,,11801625
BEL,2029,,11813659
BEL,2030,,11824139
BEL,2031,,11833012
BEL,2032,,11841126
BEL,2033,,11849240
BEL,2034,,11856868
BEL,2035,,11863581
BEL,2036,,11869957
BEL,2037,,11876533
BEL,2038,,11882908
BEL,2039,,11888112
BEL,2040,,11892204
BEL,2041,,11895957
BEL,2042,,11898972
BEL,2043,,11900654
BEL,2044,,11901549
BEL,2045,,11900982
BEL,2046,,11898554
BEL,2047,,11894557
BEL,2048,,11888628
BEL,2049,,11880653
BEL,2050,,11870903
BEL,2051,,11859002
BEL,2052,,11844316
BEL,2053,,11827232
BEL,2054,,11809035
BEL,2055,,11790124
BEL,2056,,11769787
BEL,2057,,11747800
BEL,2058,,11726486
BEL,2059,,11705882
BEL,2060,,11684662
BEL,2061,,11662417
BEL,2062,,11639830
BEL,2063,,11618141
BEL,2064,,11597062
BEL,2065,,11577022
BEL,2066,,11558128
BEL,2067,,11540444
BEL,2068,,11523334
BEL,2069,,11506722
BEL,2070,,11490792
BEL,2071,,11476217
BEL,2072,,11463028
BEL,2073,,11449957
BEL,2074,,11436979
BEL,2075,,11424659
BEL,2076,,11413128
BEL,2077,,11401156
BEL,2078,,11387793
BEL,2079,,11374349
BEL,2080,,11361050
BEL,2081,,11348176
BEL,2082,,11335100
BEL,2083,,11321442
BEL,2084,,11308000
BEL,2085,,11294425
BEL,2086,,11280644
BEL,2087,,11265956
BEL,2088,,11250777
BEL,2089,,11236090
BEL,2090,,11221813
BEL,2091,,11207571
BEL,2092,,11192505
BEL,2093,,11176898
BEL,2094,,11161122
BEL,2095,,11145150
BEL,2096,,11129652
BEL,2097,,11114017
BEL,2098,,11097064
BEL,2099,,11079071
BEL,2100,,11060849
BLZ,1950,69085,
BLZ,1951,71137,
BLZ,1952,73364,
BLZ,1953,75529,
BLZ,1954,77691,
BLZ,1955,79867,
BLZ,1956,82089,
BLZ,1957,84356,
BLZ,1958,86672,
BLZ,1959,89008,
BLZ,1960,91330,
BLZ,1961,93646,
BLZ,1962,96060,
BLZ,1963,98715,
BLZ,1964,101619,
BLZ,1965,104689,
BLZ,1966,107916,
BLZ,1967,111291,
BLZ,1968,114731,
BLZ,1969,118052,
BLZ,1970,120746,
BLZ,1971,122820,
BLZ,1972,124688,
BLZ,1973,126461,
BLZ,1974,128200,
BLZ,1975,130403,
BLZ,1976,133117,
BLZ,1977,135904,
BLZ,1978,138721,
BLZ,1979,141693,
BLZ,1980,145072,
BLZ,1981,148802,
BLZ,1982,152561,
BLZ,1983,156310,
BLZ,1984,160060,
BLZ,1985,163812,
BLZ,1986,167568,
BLZ,1987,171349,
BLZ,1988,175195,
BLZ,1989,179124,
BLZ,1990,183090,
BLZ,1991,187056,
BLZ,1992,190995,
BLZ,1993,194916,
BLZ,1994,199101,
BLZ,1995,204165,
BLZ,1996,210321,
BLZ,1997,217459,
BLZ,1998,225186,
BLZ,1999,233066,
BLZ,2000,240809,
BLZ,2001,248393,
BLZ,2002,256019,
BLZ,2003,263794,
BLZ,2004,271695,
BLZ,2005,279747,
BLZ,2006,287889,
BLZ,2007,296117,
BLZ,2008,304373,
BLZ,2009,312619,
BLZ,2010,320256,
BLZ,2011,327306,
BLZ,2012,334421,
BLZ,2013,341635,
BLZ,2014,348934,
BLZ,2015,356341,
BLZ,2016,364717,
BLZ,2017,373215,
BLZ,2018,380232,
BLZ,2019,385833,
BLZ,2020,390819,
BLZ,2021,395355,
BLZ,2022,402741,
BLZ,2023,411112,
BLZ,2024,,417077
BLZ,2025,,422927
BLZ,2026,,428658
BLZ,2027,,434220
BLZ,2028,,439595
BLZ,2029,,444800
BLZ,2030,,449852
BLZ,2031,,454739
BLZ,2032,,459525
BLZ,2033,,464208
BLZ,2034,,468784
BLZ,2035,,473131
BLZ,2036,,477238
BLZ,2037,,481166
BLZ,2038,,484885
BLZ,2039,,488343
BLZ,2040,,491601
BLZ,2041,,494734
BLZ,2042,,497703
BLZ,2043,,500521
BLZ,2044,,503180
BLZ,2045,,505699
BLZ,2046,,508124
BLZ,2047,,510431
BLZ,2048,,512664
BLZ,2049,,514729
BLZ,2050,,516628
BLZ,2051,,518394
BLZ,2052,,520003
BLZ,2053,,521465
BLZ,2054,,522733
BLZ,2055,,523900
BLZ,2056,,524908
BLZ,2057,,525785
BLZ,2058,,526535
BLZ,2059,,527149
BLZ,2060,,527581
BLZ,2061,,527825
BLZ,2062,,527963
BLZ,2063,,528022
BLZ,2064,,527939
BLZ,2065,,527705
BLZ,2066,,527323
BLZ,2067,,526793
BLZ,2068,,526051
BLZ,2069,,525095
BLZ,2070,,524075
BLZ,2071,,522896
BLZ,2072,,521543
BLZ,2073,,520053
BLZ,2074,,518404
BLZ,2075,,516667
BLZ,2076,,514816
BLZ,2077,,512738
BLZ,2078,,510502
BLZ,2079,,508234
BLZ,2080,,505899
BLZ,2081,,503488
BLZ,2082,,500974
BLZ,2083,,498330
BLZ,2084,,495634
BLZ,2085,,492907
BLZ,2086,,490147
BLZ,2087,,487266
BLZ,2088,,484304
BLZ,2089,,481376
BLZ,2090,,478431
BLZ,2091,,475412
BLZ,2092,,472379
BLZ,2093,,469335
BLZ,2094,,466240
BLZ,2095,,463100
BLZ,2096,,459950
BLZ,2097,,456827
BLZ,2098,,453702
BLZ,2099,,450560
BLZ,2100,,447380
BEN,1950,2250476,
BEN,1951,2267310,
BEN,1952,2285780,
BEN,1953,2306205,
BEN,1954,2328786,
BEN,1955,2353653,
BEN,1956,2380894,
BEN,1957,2410774,
BEN,1958,2443431,
BEN,1959,2478921,
BEN,1960,2517289,
BEN,1961,2559229,
BEN,1962,2604667,
BEN,1963,2652911,
BEN,1964,2704005,
BEN,1965,2757936,
BEN,1966,2814321,
BEN,1967,2873000,
BEN,1968,2934261,
BEN,1969,2998230,
BEN,1970,3065061,
BEN,1971,3134768,
BEN,1972,3207549,
BEN,1973,3283500,
BEN,1974,3362629,
BEN,1975,3445406,
BEN,1976,3532198,
BEN,1977,3623200,
BEN,1978,3718308,
BEN,1979,3818536,
BEN,1980,3925258,
BEN,1981,4038308,
BEN,1982,4156593,
BEN,1983,4278981,
BEN,1984,4405902,
BEN,1985,4538017,
BEN,1986,4675421,
BEN,1987,4818487,
BEN,1988,4967343,
BEN,1989,5121659,
BEN,1990,5281482,
BEN,1991,5446935,
BEN,1992,5617847,
BEN,1993,5872707,
BEN,1994,6096510,
BEN,1995,6226775,
BEN,1996,6391861,
BEN,1997,6583375,
BEN,1998,6789492,
BEN,1999,7002818,
BEN,2000,7221618,
BEN,2001,7445599,
BEN,2002,7675430,
BEN,2003,7913074,
BEN,2004,8159098,
BEN,2005,8426145,
BEN,2006,8693243,
BEN,2007,8953973,
BEN,2008,9228468,
BEN,2009,9509431,
BEN,2010,9797488,
BEN,2011,10093626,
BEN,2012,10397659,
BEN,2013,10708831,
BEN,2014,11030008,
BEN,2015,11360681,
BEN,2016,11697845,
BEN,2017,12039777,
BEN,2018,12383349,
BEN,2019,12726760,
BEN,2020,13070169,
BEN,2021,13413423,
BEN,2022,13759507,
BEN,2023,14111035,
BEN,2024,,14462721
BEN,2025,,14814460
BEN,2026,,15170419
BEN,2027,,15529418
BEN,2028,,15890287
BEN,2029,,16253925
BEN,2030,,16618825
BEN,2031,,16985936
BEN,2032,,17357066
BEN,2033,,17731445
BEN,2034,,18109919
BEN,2035,,18492632
BEN,2036,,18878047
BEN,2037,,19264502
BEN,2038,,19655283
BEN,2039,,20049970
BEN,2040,,20445762
BEN,2041,,20843266
BEN,2042,,21242980
BEN,2043,,21643645
BEN,2044,,22042577
BEN,2045,,22443649
BEN,2046,,22846195
BEN,2047,,23245144
BEN,2048,,23642195
BEN,2049,,24038610
BEN,2050,,24433814
BEN,2051,,24827843
BEN,2052,,25220856
BEN,2053,,25610351
BEN,2054,,25998163
BEN,2055,,26386126
BEN,2056,,26768354
BEN,2057,,27146961
BEN,2058,,27524086
BEN,2059,,27899073
BEN,2060,,28272765
BEN,2061,,28643204
BEN,2062,,29011908
BEN,2063,,29379351
BEN,2064,,29746079
BEN,2065,,30111487
BEN,2066,,30471402
BEN,2067,,30825986
BEN,2068,,31177488
BEN,2069,,31528713
BEN,2070,,31879284
BEN,2071,,32224062
BEN,2072,,32564724
BEN,2073,,32900616
BEN,2074,,33229129
BEN,2075,,33548439
BEN,2076,,33860334
BEN,2077,,34169267
BEN,2078,,34473297
BEN,2079,,34771312
BEN,2080,,35063026
BEN,2081,,35348909
BEN,2082,,35632349
BEN,2083,,35910582
BEN,2084,,36178045
BEN,2085,,36438986
BEN,2086,,36693859
BEN,2087,,36942734
BEN,2088,,37186925
BEN,2089,,37424137
BEN,2090,,37651977
BEN,2091,,37871226
BEN,2092,,38086116
BEN,2093,,38295125
BEN,2094,,38500329
BEN,2095,,38700680
BEN,2096,,38892733
BEN,2097,,39074805
BEN,2098,,39249868
BEN,2099,,39421857
BEN,2100,,39587567
BMU,1950,37241,
BMU,1951,37820,
BMU,1952,38358,
BMU,1953,38850,
BMU,1954,39365,
BMU,1955,39874,
BMU,1956,40360,
BMU,1957,40815,
BMU,1958,41229,
BMU,1959,41663,
BMU,1960,42231,
BMU,1961,43143,
BMU,1962,44262,
BMU,1963,45362,
BMU,1964,46430,
BMU,1965,47484,
BMU,1966,48556,
BMU,1967,49535,
BMU,1968,50425,
BMU,1969,51330,
BMU,1970,52147,
BMU,1971,52628,
BMU,1972,52825,
BMU,1973,52963,
BMU,1974,53077,
BMU,1975,53148,
BMU,1976,53232,
BMU,1977,53346,
BMU,1978,53451,
BMU,1979,53538,
BMU,1980,53693,
BMU,1981,54020,
BMU,1982,54407,
BMU,1983,54802,
BMU,1984,55189,
BMU,1985,55569,
BMU,1986,55907,
BMU,1987,56285,
BMU,1988,56714,
BMU,1989,57149,
BMU,1990,57584,
BMU,1991,58007,
BMU,1992,58430,
BMU,1993,58834,
BMU,1994,59214,
BMU,1995,59549,
BMU,1996,59836,
BMU,1997,60194,
BMU,1998,60659,
BMU,1999,61142,
BMU,2000,61569,
BMU,2001,61887,
BMU,2002,62163,
BMU,2003,62405,
BMU,2004,62576,
BMU,2005,62730,
BMU,2006,62855,
BMU,2007,63030,
BMU,2008,63319,
BMU,2009,63587,
BMU,2010,63748,
BMU,2011,63753,
BMU,2012,63665,
BMU,2013,63593,
BMU,2014,63551,
BMU,2015,63482,
BMU,2016,63466,
BMU,2017,63603,
BMU,2018,63852,
BMU,2019,64130,
BMU,2020,64404,
BMU,2021,64672,
BMU,2022,64772,
BMU,2023,64721,
BMU,2024,,64660
BMU,2025,,64574
BMU,2026,,64476
BMU,2027,,64362
BMU,2028,,64219
BMU,2029,,64067
BMU,2030,,63891
BMU,2031,,63705
BMU,2032,,63507
BMU,2033,,63297
BMU,2034,,63065
BMU,2035,,62801
BMU,2036,,62523
BMU,2037,,62227
BMU,2038,,61912
BMU,2039,,61580
BMU,2040,,61235
BMU,2041,,60885
BMU,2042,,60503
BMU,2043,,60107
BMU,2044,,59702
BMU,2045,,59282
BMU,2046,,58851
BMU,2047,,58397
BMU,2048,,57933
BMU,2049,,57453
BMU,2050,,56957
BMU,2051,,56463
BMU,2052,,55952
BMU,2053,,55429
BMU,2054,,54894
BMU,2055,,54367
BMU,2056,,53829
BMU,2057,,53298
BMU,2058,,52776
BMU,2059,,52250
BMU,2060,,51720
BMU,2061,,51203
BMU,2062,,50685
BMU,2063,,50176
BMU,2064,,49685
BMU,2065,,49199
BMU,2066,,48706
BMU,2067,,48231
BMU,2068,,47757
BMU,2069,,47287
BMU,2070,,46832
BMU,2071,,46372
BMU,2072,,45930
BMU,2073,,45494
BMU,2074,,45062
BMU,2075,,44630
BMU,2076,,44207
BMU,2077,,43794
BMU,2078,,43387
BMU,2079,,42972
BMU,2080,,42581
BMU,2081,,42203
BMU,2082,,41826
BMU,2083,,41450
BMU,2084,,41079
BMU,2085,,40721
BMU,2086,,40364
BMU,2087,,40011
BMU,2088,,39661
BMU,2089,,39324
BMU,2090,,38978
BMU,2091,,38639
BMU,2092,,38305
BMU,2093,,37972
BMU,2094,,37634
BMU,2095,,37314
BMU,2096,,36991
BMU,2097,,36661
BMU,2098,,36335
BMU,2099,,36014
BMU,2100,,35691
BTN,1950,169991,
BTN,1951,174615,
BTN,1952,179392,
BTN,1953,184345,
BTN,1954,189467,
BTN,1955,194759,
BTN,1956,200245,
BTN,1957,205913,
BTN,1958,211766,
BTN,1959,217827,
BTN,1960,224098,
BTN,1961,230617,
BTN,1962,237648,
BTN,1963,245168,
BTN,1964,252997,
BTN,1965,261210,
BTN,1966,269830,
BTN,1967,278855,
BTN,1968,288320,
BTN,1969,298220,
BTN,1970,308536,
BTN,1971,319219,
BTN,1972,330265,
BTN,1973,341713,
BTN,1974,353548,
BTN,1975,365800,
BTN,1976,378499,
BTN,1977,391649,
BTN,1978,405256,
BTN,1979,419208,
BTN,1980,433412,
BTN,1981,447851,
BTN,1982,462495,
BTN,1983,477473,
BTN,1984,492794,
BTN,1985,508399,
BTN,1986,524327,
BTN,1987,540570,
BTN,1988,557002,
BTN,1989,573593,
BTN,1990,589295,
BTN,1991,599789,
BTN,1992,577780,
BTN,1993,554680,
BTN,1994,554509,
BTN,1995,547995,
BTN,1996,548792,
BTN,1997,558698,
BTN,1998,569439,
BTN,1999,582589,
BTN,2000,596871,
BTN,2001,610801,
BTN,2002,624417,
BTN,2003,637667,
BTN,2004,650559,
BTN,2005,661875,
BTN,2006,670803,
BTN,2007,678643,
BTN,2008,686359,
BTN,2009,693994,
BTN,2010,701638,
BTN,2011,709387,
BTN,2012,717288,
BTN,2013,725282,
BTN,2014,733151,
BTN,2015,740623,
BTN,2016,747878,
BTN,2017,754343,
BTN,2018,759766,
BTN,2019,764830,
BTN,2020,770013,
BTN,2021,775450,
BTN,2022,780921,
BTN,2023,786386,
BTN,2024,,791530
BTN,2025,,796689
BTN,2026,,802219
BTN,2027,,807272
BTN,2028,,811843
BTN,2029,,816272
BTN,2030,,820698
BTN,2031,,825471
BTN,2032,,830355
BTN,2033,,834992
BTN,2034,,839053
BTN,2035,,843207
BTN,2036,,847707
BTN,2037,,851852
BTN,2038,,855566
BTN,2039,,858926
BTN,2040,,862134
BTN,2041,,865160
BTN,2042,,868160
BTN,2043,,871108
BTN,2044,,873741
BTN,2045,,876186
BTN,2046,,878169
BTN,2047,,879458
BTN,2048,,880496
BTN,2049,,881440
BTN,2050,,882345
BTN,2051,,883388
BTN,2052,,883872
BTN,2053,,883504
BTN,2054,,883445
BTN,2055,,883409
BTN,2056,,882513
BTN,2057,,881870
BTN,2058,,881155
BTN,2059,,879853
BTN,2060,,878273
BTN,2061,,876302
BTN,2062,,874122
BTN,2063,,872037
BTN,2064,,869965
BTN,2065,,867238
BTN,2066,,863862
BTN,2067,,860410
BTN,2068,,856944
BTN,2069,,853259
BTN,2070,,849503
BTN,2071,,845473
BTN,2072,,840955
BTN,2073,,836055
BTN,2074,,830871
BTN,2075,,825865
BTN,2076,,821105
BTN,2077,,816389
BTN,2078,,811316
BTN,2079,,805703
BTN,2080,,799952
BTN,2081,,794105
BTN,2082,,788328
BTN,2083,,782515
BTN,2084,,776784
BTN,2085,,771295
BTN,2086,,765710
BTN,2087,,759753
BTN,2088,,753664
BTN,2089,,747682
BTN,2090,,741736
BTN,2091,,735823
BTN,2092,,730051
BTN,2093,,724733
BTN,2094,,719577
BTN,2095,,714357
BTN,2096,,709415
BTN,2097,,704688
BTN,2098,,700080
BTN,2099,,695411
BTN,2100,,690432
BOL,1950,3089975,
BOL,1951,3137299,
BOL,1952,3187538,
BOL,1953,3240967,
BOL,1954,3297841,
BOL,1955,3358005,
BOL,1956,3421344,
BOL,1957,3487565,
BOL,1958,3556554,
BOL,1959,3628189,
BOL,1960,3702323,
BOL,1961,3778735,
BOL,1962,3857495,
BOL,1963,3938914,
BOL,1964,4023009,
BOL,1965,4109800,
BOL,1966,4199555,
BOL,1967,4292574,
BOL,1968,4388946,
BOL,1969,4488231,
BOL,1970,4590008,
BOL,1971,4694351,
BOL,1972,4800985,
BOL,1973,4910200,
BOL,1974,5022480,
BOL,1975,5137540,
BOL,1976,5256497,
BOL,1977,5379169,
BOL,1978,5504131,
BOL,1979,5630853,
BOL,1980,5758905,
BOL,1981,5888114,
BOL,1982,6018091,
BOL,1983,6149066,
BOL,1984,6281868,
BOL,1985,6416193,
BOL,1986,6552481,
BOL,1987,6692168,
BOL,1988,6835507,
BOL,1989,6981771,
BOL,1990,7130143,
BOL,1991,7280294,
BOL,1992,7430337,
BOL,1993,7579196,
BOL,1994,7727320,
BOL,1995,7874676,
BOL,1996,8021742,
BOL,1997,8167911,
BOL,1998,8313400,
BOL,1999,8459810,
BOL,2000,8606330,
BOL,2001,8752740,
BOL,2002,8900358,
BOL,2003,9050703,
BOL,2004,9204297,
BOL,2005,9360758,
BOL,2006,9521685,
BOL,2007,9685960,
BOL,2008,9850859,
BOL,2009,10016279,
