Code,Year,Political corruption index (central estimate),World regions according to OWID
COL,1914,0.549,
COL,1915,0.549,
COL,1916,0.549,
COL,1917,0.549,
COL,1918,0.549,
COL,1919,0.549,
COL,1920,0.549,
COL,1921,0.549,
COL,1922,0.549,
COL,1923,0.549,
COL,1924,0.549,
COL,1925,0.549,
COL,1926,0.549,
COL,1927,0.549,
COL,1928,0.549,
COL,1929,0.549,
COL,1930,0.549,
COL,1931,0.507,
COL,1932,0.507,
COL,1933,0.507,
COL,1934,0.507,
COL,1935,0.507,
COL,1936,0.507,
COL,1937,0.507,
COL,1938,0.507,
COL,1939,0.507,
COL,1940,0.507,
COL,1941,0.507,
COL,1942,0.507,
COL,1943,0.507,
COL,1944,0.507,
COL,1945,0.507,
COL,1946,0.507,
COL,1947,0.507,
COL,1948,0.507,
COL,1949,0.507,
COL,1950,0.382,
COL,1951,0.501,
COL,1952,0.501,
COL,1953,0.501,
COL,1954,0.503,
COL,1955,0.503,
COL,1956,0.503,
COL,1957,0.496,
COL,1958,0.488,
COL,1959,0.488,
COL,1960,0.488,
COL,1961,0.488,
COL,1962,0.488,
COL,1963,0.488,
COL,1964,0.488,
COL,1965,0.488,
COL,1966,0.488,
COL,1967,0.488,
COL,1968,0.488,
COL,1969,0.488,
COL,1970,0.488,
COL,1971,0.488,
COL,1972,0.488,
COL,1973,0.488,
COL,1974,0.488,
COL,1975,0.488,
COL,1976,0.488,
COL,1977,0.488,
COL,1978,0.479,
COL,1979,0.479,
COL,1980,0.479,
COL,1981,0.479,
COL,1982,0.479,
COL,1983,0.479,
COL,1984,0.479,
COL,1985,0.479,
COL,1986,0.479,
COL,1987,0.479,
COL,1988,0.479,
COL,1989,0.479,
COL,1990,0.479,
COL,1991,0.479,
COL,1992,0.435,
COL,1993,0.435,
COL,1994,0.435,
COL,1995,0.435,
COL,1996,0.435,
COL,1997,0.435,
COL,1998,0.435,
COL,1999,0.435,
COL,2000,0.41,
COL,2001,0.41,
COL,2002,0.41,
COL,2003,0.41,
COL,2004,0.41,
COL,2005,0.41,
COL,2006,0.41,
COL,2007,0.41,
COL,2008,0.41,
COL,2009,0.42,
COL,2010,0.403,
COL,2011,0.396,
COL,2012,0.387,
COL,2013,0.388,
COL,2014,0.388,
COL,2015,0.393,
COL,2016,0.392,
COL,2017,0.405,
COL,2018,0.383,
COL,2019,0.388,
COL,2020,0.398,
COL,2021,0.392,
COL,2022,0.381,
COL,2023,0.387,South America
COL,2024,0.393,
COM,1900,0.094,
COM,1901,0.094,
COM,1902,0.094,
COM,1903,0.094,
COM,1904,0.094,
COM,1905,0.094,
COM,1906,0.094,
COM,1907,0.094,
COM,1908,0.094,
COM,1909,0.094,
COM,1910,0.094,
COM,1911,0.094,
COM,1912,0.094,
COM,1913,0.094,
COM,1946,0.151,
COM,1947,0.151,
COM,1948,0.159,
COM,1949,0.159,
COM,1950,0.159,
COM,1951,0.159,
COM,1952,0.159,
COM,1953,0.159,
COM,1954,0.159,
COM,1955,0.159,
COM,1956,0.159,
COM,1957,0.159,
COM,1958,0.169,
COM,1959,0.169,
COM,1960,0.18,
COM,1961,0.18,
COM,1962,0.187,
COM,1963,0.187,
COM,1964,0.187,
COM,1965,0.187,
COM,1966,0.187,
COM,1967,0.187,
COM,1968,0.231,
COM,1969,0.231,
COM,1970,0.222,
COM,1971,0.222,
COM,1972,0.221,
COM,1973,0.215,
COM,1974,0.205,
COM,1975,0.299,
COM,1976,0.402,
COM,1977,0.402,
COM,1978,0.402,
COM,1979,0.688,
COM,1980,0.688,
COM,1981,0.688,
COM,1982,0.688,
COM,1983,0.688,
COM,1984,0.688,
COM,1985,0.688,
COM,1986,0.688,
COM,1987,0.688,
COM,1988,0.688,
COM,1989,0.688,
COM,1990,0.745,
COM,1991,0.745,
COM,1992,0.745,
COM,1993,0.745,
COM,1994,0.745,
COM,1995,0.745,
COM,1996,0.699,
COM,1997,0.746,
COM,1998,0.746,
COM,1999,0.746,
COM,2000,0.734,
COM,2001,0.71,
COM,2002,0.71,
COM,2003,0.71,
COM,2004,0.71,
COM,2005,0.678,
COM,2006,0.703,
COM,2007,0.703,
COM,2008,0.703,
COM,2009,0.703,
COM,2010,0.704,
COM,2011,0.704,
COM,2012,0.705,
COM,2013,0.671,
COM,2014,0.671,
COM,2015,0.701,
COM,2016,0.701,
COM,2017,0.741,
COM,2018,0.767,
COM,2019,0.803,
COM,2020,0.848,
COM,2021,0.836,
COM,2022,0.793,
COM,2023,0.843,Africa
COM,2024,0.843,
COG,1903,0.454,
COG,1904,0.454,
COG,1905,0.454,
COG,1906,0.454,
COG,1907,0.454,
COG,1908,0.454,
COG,1909,0.454,
COG,1910,0.454,
COG,1911,0.454,
COG,1912,0.454,
COG,1913,0.454,
COG,1914,0.454,
COG,1915,0.454,
COG,1916,0.454,
COG,1917,0.454,
COG,1918,0.454,
COG,1919,0.454,
COG,1920,0.454,
COG,1921,0.454,
COG,1922,0.454,
COG,1923,0.454,
COG,1924,0.454,
COG,1925,0.454,
COG,1926,0.454,
COG,1927,0.454,
COG,1928,0.454,
COG,1929,0.454,
COG,1930,0.454,
COG,1931,0.454,
COG,1932,0.454,
COG,1933,0.454,
COG,1934,0.454,
COG,1935,0.454,
COG,1936,0.454,
COG,1937,0.454,
COG,1938,0.454,
COG,1939,0.454,
COG,1940,0.454,
COG,1941,0.454,
COG,1942,0.454,
COG,1943,0.454,
COG,1944,0.454,
COG,1945,0.484,
COG,1946,0.505,
COG,1947,0.511,
COG,1948,0.511,
COG,1949,0.511,
COG,1950,0.511,
COG,1951,0.511,
COG,1952,0.511,
COG,1953,0.511,
COG,1954,0.511,
COG,1955,0.511,
COG,1956,0.518,
COG,1957,0.518,
COG,1958,0.609,
COG,1959,0.609,
COG,1960,0.677,
COG,1961,0.672,
COG,1962,0.672,
COG,1963,0.72,
COG,1964,0.692,
COG,1965,0.692,
COG,1966,0.692,
COG,1967,0.692,
COG,1968,0.849,
COG,1969,0.878,
COG,1970,0.878,
COG,1971,0.878,
COG,1972,0.878,
COG,1973,0.89,
COG,1974,0.897,
COG,1975,0.897,
COG,1976,0.897,
COG,1977,0.883,
COG,1978,0.889,
COG,1979,0.902,
COG,1980,0.909,
COG,1981,0.909,
COG,1982,0.904,
COG,1983,0.904,
COG,1984,0.904,
COG,1985,0.904,
COG,1986,0.904,
COG,1987,0.904,
COG,1988,0.904,
COG,1989,0.904,
COG,1990,0.913,
COG,1991,0.69,
COG,1992,0.67,
COG,1993,0.639,
COG,1994,0.639,
COG,1995,0.639,
COG,1996,0.639,
COG,1997,0.811,
COG,1998,0.811,
COG,1999,0.836,
COG,2000,0.836,
COG,2001,0.836,
COG,2002,0.836,
COG,2003,0.836,
COG,2004,0.836,
COG,2005,0.836,
COG,2006,0.836,
COG,2007,0.836,
COG,2008,0.836,
COG,2009,0.836,
COG,2010,0.836,
COG,2011,0.836,
COG,2012,0.836,
COG,2013,0.831,
COG,2014,0.831,
COG,2015,0.831,
COG,2016,0.831,
COG,2017,0.828,
COG,2018,0.828,
COG,2019,0.828,
COG,2020,0.806,
COG,2021,0.827,
COG,2022,0.829,
COG,2023,0.829,Africa
COG,2024,0.829,
COK,2023,,Oceania
CRI,1838,0.397,
CRI,1839,0.397,
CRI,1840,0.397,
CRI,1841,0.397,
CRI,1842,0.48,
CRI,1843,0.396,
CRI,1844,0.396,
CRI,1845,0.396,
CRI,1846,0.396,
CRI,1847,0.396,
CRI,1848,0.396,
CRI,1849,0.506,
CRI,1850,0.506,
CRI,1851,0.506,
CRI,1852,0.506,
CRI,1853,0.506,
CRI,1854,0.506,
CRI,1855,0.506,
CRI,1856,0.506,
CRI,1857,0.506,
CRI,1858,0.506,
CRI,1859,0.506,
CRI,1860,0.413,
CRI,1861,0.413,
CRI,1862,0.413,
CRI,1863,0.413,
CRI,1864,0.413,
CRI,1865,0.413,
CRI,1866,0.413,
CRI,1867,0.413,
CRI,1868,0.413,
CRI,1869,0.413,
CRI,1870,0.423,
CRI,1871,0.423,
CRI,1872,0.423,
CRI,1873,0.423,
CRI,1874,0.423,
CRI,1875,0.423,
CRI,1876,0.423,
CRI,1877,0.423,
CRI,1878,0.423,
CRI,1879,0.423,
CRI,1880,0.423,
CRI,1881,0.423,
CRI,1882,0.423,
CRI,1883,0.423,
CRI,1884,0.423,
CRI,1885,0.423,
CRI,1886,0.423,
CRI,1887,0.423,
CRI,1888,0.423,
CRI,1889,0.423,
CRI,1890,0.437,
CRI,1891,0.437,
CRI,1892,0.437,
CRI,1893,0.437,
CRI,1894,0.437,
CRI,1895,0.437,
CRI,1896,0.437,
CRI,1897,0.437,
CRI,1898,0.437,
CRI,1899,0.437,
CRI,1900,0.437,
CRI,1901,0.437,
CRI,1902,0.428,
CRI,1903,0.428,
CRI,1904,0.428,
CRI,1905,0.428,
CRI,1906,0.428,
CRI,1907,0.428,
CRI,1908,0.428,
CRI,1909,0.428,
CRI,1910,0.428,
CRI,1911,0.428,
CRI,1912,0.428,
CRI,1913,0.428,
CRI,1914,0.428,
CRI,1915,0.428,
CRI,1916,0.428,
CRI,1917,0.455,
CRI,1918,0.325,
CRI,1919,0.326,
CRI,1920,0.417,
CRI,1921,0.417,
CRI,1922,0.417,
CRI,1923,0.417,
CRI,1924,0.417,
CRI,1925,0.417,
CRI,1926,0.417,
CRI,1927,0.417,
CRI,1928,0.417,
CRI,1929,0.417,
CRI,1930,0.417,
CRI,1931,0.417,
CRI,1932,0.417,
CRI,1933,0.417,
CRI,1934,0.417,
CRI,1935,0.417,
CRI,1936,0.417,
CRI,1937,0.417,
CRI,1938,0.417,
CRI,1939,0.417,
CRI,1940,0.41,
CRI,1941,0.41,
CRI,1942,0.41,
CRI,1943,0.41,
CRI,1944,0.41,
CRI,1945,0.41,
CRI,1946,0.41,
CRI,1947,0.41,
CRI,1948,0.417,
CRI,1949,0.371,
CRI,1950,0.255,
CRI,1951,0.255,
CRI,1952,0.255,
CRI,1953,0.255,
CRI,1954,0.255,
CRI,1955,0.255,
CRI,1956,0.255,
CRI,1957,0.255,
CRI,1958,0.255,
CRI,1959,0.3,
CRI,1960,0.3,
CRI,1961,0.3,
CRI,1962,0.3,
CRI,1963,0.3,
CRI,1964,0.3,
CRI,1965,0.3,
CRI,1966,0.3,
CRI,1967,0.281,
CRI,1968,0.281,
CRI,1969,0.281,
CRI,1970,0.281,
CRI,1971,0.281,
CRI,1972,0.281,
CRI,1973,0.281,
CRI,1974,0.281,
CRI,1975,0.282,
CRI,1976,0.282,
CRI,1977,0.282,
CRI,1978,0.282,
CRI,1979,0.282,
CRI,1980,0.284,
CRI,1981,0.284,
CRI,1982,0.284,
CRI,1983,0.284,
CRI,1984,0.284,
CRI,1985,0.284,
CRI,1986,0.284,
CRI,1987,0.284,
CRI,1988,0.284,
CRI,1989,0.284,
CRI,1990,0.262,
CRI,1991,0.262,
CRI,1992,0.262,
CRI,1993,0.262,
CRI,1994,0.262,
CRI,1995,0.199,
CRI,1996,0.199,
CRI,1997,0.199,
CRI,1998,0.199,
CRI,1999,0.176,
CRI,2000,0.176,
CRI,2001,0.176,
CRI,2002,0.176,
CRI,2003,0.173,
CRI,2004,0.173,
CRI,2005,0.173,
CRI,2006,0.187,
CRI,2007,0.187,
CRI,2008,0.187,
CRI,2009,0.187,
CRI,2010,0.187,
CRI,2011,0.184,
CRI,2012,0.187,
CRI,2013,0.187,
CRI,2014,0.179,
CRI,2015,0.182,
CRI,2016,0.187,
CRI,2017,0.201,
CRI,2018,0.196,
CRI,2019,0.19,
CRI,2020,0.19,
CRI,2021,0.19,
CRI,2022,0.19,
CRI,2023,0.19,North America
CRI,2024,0.203,
CIV,1900,0.383,
CIV,1901,0.383,
CIV,1902,0.383,
CIV,1903,0.383,
CIV,1904,0.383,
CIV,1905,0.383,
CIV,1906,0.383,
CIV,1907,0.383,
CIV,1908,0.383,
CIV,1909,0.383,
CIV,1910,0.383,
CIV,1911,0.383,
CIV,1912,0.383,
CIV,1913,0.383,
CIV,1914,0.383,
CIV,1915,0.383,
CIV,1916,0.383,
CIV,1917,0.383,
CIV,1918,0.383,
CIV,1919,0.383,
CIV,1920,0.383,
CIV,1921,0.383,
CIV,1922,0.383,
CIV,1923,0.383,
CIV,1924,0.383,
CIV,1925,0.383,
CIV,1926,0.383,
CIV,1927,0.383,
CIV,1928,0.383,
CIV,1929,0.383,
CIV,1930,0.383,
CIV,1931,0.383,
CIV,1932,0.383,
CIV,1933,0.383,
CIV,1934,0.383,
CIV,1935,0.383,
CIV,1936,0.383,
CIV,1937,0.383,
CIV,1938,0.383,
CIV,1939,0.383,
CIV,1940,0.383,
CIV,1941,0.383,
CIV,1942,0.383,
CIV,1943,0.383,
CIV,1944,0.383,
CIV,1945,0.383,
CIV,1946,0.383,
CIV,1947,0.286,
CIV,1948,0.286,
CIV,1949,0.286,
CIV,1950,0.286,
CIV,1951,0.286,
CIV,1952,0.286,
CIV,1953,0.286,
CIV,1954,0.286,
CIV,1955,0.286,
CIV,1956,0.286,
CIV,1957,0.286,
CIV,1958,0.286,
CIV,1959,0.286,
CIV,1960,0.715,
CIV,1961,0.715,
CIV,1962,0.715,
CIV,1963,0.715,
CIV,1964,0.715,
CIV,1965,0.715,
CIV,1966,0.715,
CIV,1967,0.715,
CIV,1968,0.715,
CIV,1969,0.715,
CIV,1970,0.7,
CIV,1971,0.7,
CIV,1972,0.7,
CIV,1973,0.7,
CIV,1974,0.7,
CIV,1975,0.7,
CIV,1976,0.7,
CIV,1977,0.7,
CIV,1978,0.7,
CIV,1979,0.7,
CIV,1980,0.7,
CIV,1981,0.7,
CIV,1982,0.7,
CIV,1983,0.7,
CIV,1984,0.7,
CIV,1985,0.7,
CIV,1986,0.7,
CIV,1987,0.7,
CIV,1988,0.7,
CIV,1989,0.7,
CIV,1990,0.611,
CIV,1991,0.584,
CIV,1992,0.584,
CIV,1993,0.586,
CIV,1994,0.619,
CIV,1995,0.619,
CIV,1996,0.619,
CIV,1997,0.619,
CIV,1998,0.619,
CIV,1999,0.622,
CIV,2000,0.648,
CIV,2001,0.627,
CIV,2002,0.668,
CIV,2003,0.647,
CIV,2004,0.647,
CIV,2005,0.647,
CIV,2006,0.647,
CIV,2007,0.647,
CIV,2008,0.647,
CIV,2009,0.645,
CIV,2010,0.635,
CIV,2011,0.588,
CIV,2012,0.57,
CIV,2013,0.508,
CIV,2014,0.508,
CIV,2015,0.511,
CIV,2016,0.511,
CIV,2017,0.522,
CIV,2018,0.518,
CIV,2019,0.558,
CIV,2020,0.598,
CIV,2021,0.602,
CIV,2022,0.59,
CIV,2023,0.59,Africa
CIV,2024,0.622,
HRV,1941,0.899,
HRV,1942,0.899,
HRV,1943,0.899,
HRV,1944,0.899,
HRV,1991,0.588,
HRV,1992,0.588,
HRV,1993,0.588,
HRV,1994,0.588,
HRV,1995,0.588,
HRV,1996,0.583,
HRV,1997,0.583,
HRV,1998,0.576,
HRV,1999,0.576,
HRV,2000,0.301,
HRV,2001,0.301,
HRV,2002,0.288,
HRV,2003,0.309,
HRV,2004,0.457,
HRV,2005,0.457,
HRV,2006,0.457,
HRV,2007,0.454,
HRV,2008,0.441,
HRV,2009,0.366,
HRV,2010,0.289,
HRV,2011,0.271,
HRV,2012,0.271,
HRV,2013,0.301,
HRV,2014,0.301,
HRV,2015,0.301,
HRV,2016,0.324,
HRV,2017,0.341,
HRV,2018,0.357,
HRV,2019,0.292,
HRV,2020,0.292,
HRV,2021,0.284,
HRV,2022,0.245,
HRV,2023,0.254,Europe
HRV,2024,0.257,
CUB,1789,0.603,
CUB,1790,0.603,
CUB,1791,0.603,
CUB,1792,0.603,
CUB,1793,0.603,
CUB,1794,0.603,
CUB,1795,0.603,
CUB,1796,0.603,
CUB,1797,0.603,
CUB,1798,0.603,
CUB,1799,0.603,
CUB,1800,0.603,
CUB,1801,0.603,
CUB,1802,0.603,
CUB,1803,0.603,
CUB,1804,0.603,
CUB,1805,0.603,
CUB,1806,0.603,
CUB,1807,0.603,
CUB,1808,0.603,
CUB,1809,0.603,
CUB,1810,0.603,
CUB,1811,0.603,
CUB,1812,0.603,
CUB,1813,0.603,
CUB,1814,0.603,
CUB,1815,0.603,
CUB,1816,0.603,
CUB,1817,0.603,
CUB,1818,0.603,
CUB,1819,0.603,
CUB,1820,0.603,
CUB,1821,0.603,
CUB,1822,0.603,
CUB,1823,0.603,
CUB,1824,0.603,
CUB,1825,0.603,
CUB,1826,0.603,
CUB,1827,0.603,
CUB,1828,0.603,
CUB,1829,0.603,
CUB,1830,0.603,
CUB,1831,0.603,
CUB,1832,0.603,
CUB,1833,0.603,
CUB,1834,0.603,
CUB,1835,0.603,
CUB,1836,0.603,
CUB,1837,0.603,
CUB,1838,0.603,
CUB,1839,0.603,
CUB,1840,0.603,
CUB,1841,0.603,
CUB,1842,0.603,
CUB,1843,0.603,
CUB,1844,0.603,
CUB,1845,0.603,
CUB,1846,0.603,
CUB,1847,0.603,
CUB,1848,0.603,
CUB,1849,0.603,
CUB,1850,0.603,
CUB,1851,0.603,
CUB,1852,0.603,
CUB,1853,0.603,
CUB,1854,0.603,
CUB,1855,0.603,
CUB,1856,0.603,
CUB,1857,0.603,
CUB,1858,0.603,
CUB,1859,0.603,
CUB,1860,0.603,
CUB,1861,0.603,
CUB,1862,0.603,
CUB,1863,0.603,
CUB,1864,0.603,
CUB,1865,0.603,
CUB,1866,0.603,
CUB,1867,0.603,
CUB,1868,0.603,
CUB,1869,0.603,
CUB,1870,0.603,
CUB,1871,0.603,
CUB,1872,0.603,
CUB,1873,0.603,
CUB,1874,0.603,
CUB,1875,0.603,
CUB,1876,0.603,
CUB,1877,0.603,
CUB,1878,0.603,
CUB,1879,0.603,
CUB,1880,0.603,
CUB,1881,0.603,
CUB,1882,0.603,
CUB,1883,0.603,
CUB,1884,0.603,
CUB,1885,0.603,
CUB,1886,0.603,
CUB,1887,0.603,
CUB,1888,0.603,
CUB,1889,0.603,
CUB,1890,0.603,
CUB,1891,0.603,
CUB,1892,0.603,
CUB,1893,0.603,
CUB,1894,0.603,
CUB,1895,0.603,
CUB,1896,0.603,
CUB,1897,0.603,
CUB,1898,0.603,
CUB,1899,0.608,
CUB,1900,0.601,
CUB,1901,0.642,
CUB,1902,0.609,
CUB,1903,0.609,
CUB,1904,0.609,
CUB,1905,0.609,
CUB,1906,0.609,
CUB,1907,0.64,
CUB,1908,0.64,
CUB,1909,0.64,
CUB,1910,0.64,
CUB,1911,0.64,
CUB,1912,0.64,
CUB,1913,0.63,
CUB,1914,0.621,
CUB,1915,0.621,
CUB,1916,0.621,
CUB,1917,0.621,
CUB,1918,0.621,
CUB,1919,0.621,
CUB,1920,0.621,
CUB,1921,0.621,
CUB,1922,0.631,
CUB,1923,0.631,
CUB,1924,0.631,
CUB,1925,0.631,
CUB,1926,0.631,
CUB,1927,0.631,
CUB,1928,0.631,
CUB,1929,0.642,
CUB,1930,0.663,
CUB,1931,0.663,
CUB,1932,0.663,
CUB,1933,0.653,
CUB,1934,0.645,
CUB,1935,0.645,
CUB,1936,0.645,
CUB,1937,0.645,
CUB,1938,0.645,
CUB,1939,0.645,
CUB,1940,0.571,
CUB,1941,0.571,
CUB,1942,0.571,
CUB,1943,0.571,
CUB,1944,0.571,
CUB,1945,0.588,
CUB,1946,0.599,
CUB,1947,0.599,
CUB,1948,0.62,
CUB,1949,0.62,
CUB,1950,0.62,
CUB,1951,0.623,
CUB,1952,0.684,
CUB,1953,0.796,
CUB,1954,0.79,
CUB,1955,0.79,
CUB,1956,0.79,
CUB,1957,0.79,
CUB,1958,0.79,
CUB,1959,0.563,
CUB,1960,0.489,
CUB,1961,0.489,
CUB,1962,0.489,
CUB,1963,0.489,
CUB,1964,0.489,
CUB,1965,0.489,
CUB,1966,0.489,
CUB,1967,0.489,
CUB,1968,0.489,
CUB,1969,0.489,
CUB,1970,0.489,
CUB,1971,0.489,
CUB,1972,0.489,
CUB,1973,0.489,
CUB,1974,0.489,
CUB,1975,0.489,
CUB,1976,0.489,
CUB,1977,0.521,
CUB,1978,0.521,
CUB,1979,0.521,
CUB,1980,0.521,
CUB,1981,0.521,
CUB,1982,0.521,
CUB,1983,0.521,
CUB,1984,0.521,
CUB,1985,0.521,
CUB,1986,0.521,
CUB,1987,0.521,
CUB,1988,0.521,
CUB,1989,0.521,
CUB,1990,0.521,
CUB,1991,0.521,
CUB,1992,0.579,
CUB,1993,0.579,
CUB,1994,0.579,
CUB,1995,0.579,
CUB,1996,0.579,
CUB,1997,0.579,
CUB,1998,0.579,
CUB,1999,0.579,
CUB,2000,0.579,
CUB,2001,0.579,
CUB,2002,0.579,
CUB,2003,0.579,
CUB,2004,0.579,
CUB,2005,0.579,
CUB,2006,0.579,
CUB,2007,0.579,
CUB,2008,0.579,
CUB,2009,0.579,
CUB,2010,0.579,
CUB,2011,0.579,
CUB,2012,0.579,
CUB,2013,0.564,
CUB,2014,0.564,
CUB,2015,0.57,
CUB,2016,0.546,
CUB,2017,0.594,
CUB,2018,0.576,
CUB,2019,0.576,
CUB,2020,0.576,
CUB,2021,0.576,
CUB,2022,0.581,
CUB,2023,0.594,North America
CUB,2024,0.594,
CUW,2023,,North America
CYP,1900,0.408,
CYP,1901,0.408,
CYP,1902,0.408,
CYP,1903,0.408,
CYP,1904,0.408,
CYP,1905,0.408,
CYP,1906,0.408,
CYP,1907,0.408,
CYP,1908,0.408,
CYP,1909,0.408,
CYP,1910,0.408,
CYP,1911,0.408,
CYP,1912,0.408,
CYP,1913,0.408,
CYP,1914,0.408,
CYP,1915,0.408,
CYP,1916,0.408,
CYP,1917,0.408,
CYP,1918,0.408,
CYP,1919,0.408,
CYP,1920,0.408,
CYP,1921,0.408,
CYP,1922,0.408,
CYP,1923,0.408,
CYP,1924,0.408,
CYP,1925,0.408,
CYP,1926,0.408,
CYP,1927,0.408,
CYP,1928,0.408,
CYP,1929,0.408,
CYP,1930,0.408,
CYP,1931,0.408,
CYP,1932,0.408,
CYP,1933,0.408,
CYP,1934,0.408,
CYP,1935,0.408,
CYP,1936,0.408,
CYP,1937,0.408,
CYP,1938,0.408,
CYP,1939,0.408,
CYP,1940,0.423,
CYP,1941,0.423,
CYP,1942,0.423,
CYP,1943,0.423,
CYP,1944,0.423,
CYP,1945,0.423,
CYP,1946,0.423,
CYP,1947,0.423,
CYP,1948,0.423,
CYP,1949,0.423,
CYP,1950,0.423,
CYP,1951,0.423,
CYP,1952,0.423,
CYP,1953,0.423,
CYP,1954,0.423,
CYP,1955,0.423,
CYP,1956,0.423,
CYP,1957,0.423,
CYP,1958,0.423,
CYP,1959,0.423,
CYP,1960,0.308,
CYP,1961,0.332,
CYP,1962,0.332,
CYP,1963,0.332,
CYP,1964,0.332,
CYP,1965,0.332,
CYP,1966,0.332,
CYP,1967,0.332,
CYP,1968,0.332,
CYP,1969,0.332,
CYP,1970,0.332,
CYP,1971,0.332,
CYP,1972,0.332,
CYP,1973,0.332,
CYP,1974,0.332,
CYP,1975,0.235,
CYP,1976,0.23,
CYP,1977,0.23,
CYP,1978,0.232,
CYP,1979,0.232,
CYP,1980,0.232,
CYP,1981,0.232,
CYP,1982,0.232,
CYP,1983,0.232,
CYP,1984,0.232,
CYP,1985,0.232,
CYP,1986,0.232,
CYP,1987,0.232,
CYP,1988,0.232,
CYP,1989,0.232,
CYP,1990,0.232,
CYP,1991,0.184,
CYP,1992,0.184,
CYP,1993,0.184,
CYP,1994,0.184,
CYP,1995,0.184,
CYP,1996,0.184,
CYP,1997,0.184,
CYP,1998,0.184,
CYP,1999,0.189,
CYP,2000,0.184,
CYP,2001,0.184,
CYP,2002,0.184,
CYP,2003,0.184,
CYP,2004,0.138,
CYP,2005,0.138,
CYP,2006,0.142,
CYP,2007,0.141,
CYP,2008,0.136,
CYP,2009,0.138,
CYP,2010,0.138,
CYP,2011,0.133,
CYP,2012,0.133,
CYP,2013,0.139,
CYP,2014,0.143,
CYP,2015,0.143,
CYP,2016,0.14,
CYP,2017,0.146,
CYP,2018,0.146,
CYP,2019,0.154,
CYP,2020,0.202,
CYP,2021,0.202,
CYP,2022,0.202,
CYP,2023,0.195,Europe
CYP,2024,0.16,
CZE,1918,0.318,
CZE,1919,0.331,
CZE,1920,0.331,
CZE,1921,0.331,
CZE,1922,0.331,
CZE,1923,0.331,
CZE,1924,0.331,
CZE,1925,0.331,
CZE,1926,0.331,
CZE,1927,0.331,
CZE,1928,0.331,
CZE,1929,0.331,
CZE,1930,0.331,
CZE,1931,0.331,
CZE,1932,0.331,
CZE,1933,0.331,
CZE,1934,0.331,
CZE,1935,0.331,
CZE,1936,0.331,
CZE,1937,0.331,
CZE,1938,0.455,
CZE,1939,0.477,
CZE,1940,0.511,
CZE,1941,0.511,
CZE,1942,0.511,
CZE,1943,0.511,
CZE,1944,0.511,
CZE,1945,0.478,
CZE,1946,0.402,
CZE,1947,0.419,
CZE,1948,0.488,
CZE,1949,0.583,
CZE,1950,0.583,
CZE,1951,0.583,
CZE,1952,0.583,
CZE,1953,0.583,
CZE,1954,0.583,
CZE,1955,0.583,
CZE,1956,0.583,
CZE,1957,0.583,
CZE,1958,0.583,
CZE,1959,0.583,
CZE,1960,0.583,
CZE,1961,0.583,
CZE,1962,0.583,
CZE,1963,0.583,
CZE,1964,0.583,
CZE,1965,0.583,
CZE,1966,0.583,
CZE,1967,0.583,
CZE,1968,0.583,
CZE,1969,0.583,
CZE,1970,0.57,
CZE,1971,0.57,
CZE,1972,0.57,
CZE,1973,0.57,
CZE,1974,0.57,
CZE,1975,0.57,
CZE,1976,0.57,
CZE,1977,0.57,
CZE,1978,0.57,
CZE,1979,0.57,
CZE,1980,0.53,
CZE,1981,0.53,
CZE,1982,0.53,
CZE,1983,0.53,
CZE,1984,0.53,
CZE,1985,0.53,
CZE,1986,0.53,
CZE,1987,0.53,
CZE,1988,0.53,
CZE,1989,0.53,
CZE,1990,0.252,
CZE,1991,0.252,
CZE,1992,0.26,
CZE,1993,0.26,
CZE,1994,0.26,
CZE,1995,0.26,
CZE,1996,0.26,
CZE,1997,0.26,
CZE,1998,0.26,
CZE,1999,0.264,
CZE,2000,0.261,
CZE,2001,0.261,
CZE,2002,0.261,
CZE,2003,0.261,
CZE,2004,0.261,
CZE,2005,0.261,
CZE,2006,0.261,
CZE,2007,0.261,
CZE,2008,0.261,
CZE,2009,0.265,
CZE,2010,0.244,
CZE,2011,0.249,
CZE,2012,0.236,
CZE,2013,0.239,
CZE,2014,0.23,
CZE,2015,0.224,
CZE,2016,0.224,
CZE,2017,0.211,
CZE,2018,0.2,
CZE,2019,0.228,
CZE,2020,0.22,
CZE,2021,0.163,
CZE,2022,0.159,
CZE,2023,0.132,Europe
CZE,2024,0.098,
OWID_CZS,2023,,Europe
COD,1900,0.299,
COD,1901,0.299,
COD,1902,0.299,
COD,1903,0.299,
COD,1904,0.299,
COD,1905,0.299,
COD,1906,0.299,
COD,1907,0.299,
COD,1908,0.299,
COD,1909,0.305,
COD,1910,0.305,
COD,1911,0.305,
COD,1912,0.305,
COD,1913,0.305,
COD,1914,0.305,
COD,1915,0.305,
COD,1916,0.305,
COD,1917,0.305,
COD,1918,0.305,
COD,1919,0.305,
COD,1920,0.247,
COD,1921,0.247,
COD,1922,0.247,
COD,1923,0.247,
COD,1924,0.247,
COD,1925,0.247,
COD,1926,0.247,
COD,1927,0.247,
COD,1928,0.247,
COD,1929,0.247,
COD,1930,0.247,
COD,1931,0.247,
COD,1932,0.247,
COD,1933,0.247,
COD,1934,0.247,
COD,1935,0.247,
COD,1936,0.247,
COD,1937,0.247,
COD,1938,0.247,
COD,1939,0.247,
COD,1940,0.247,
COD,1941,0.247,
COD,1942,0.247,
COD,1943,0.247,
COD,1944,0.247,
COD,1945,0.247,
