Code,Year,"GDP per capita, PPP (constant 2021 international $)",World regions according to OWID
VUT,1995,3226.915,
VUT,1996,3229.1023,
VUT,1997,3315.4814,
VUT,1998,3285.1384,
VUT,1999,3228.5918,
VUT,2000,3342.1672,
VUT,2001,3148.3347,
VUT,2002,2911.0413,
VUT,2003,2962.031,
VUT,2004,3005.7974,
VUT,2005,3089.437,
VUT,2006,3270.7024,
VUT,2007,3283.3655,
VUT,2008,3381.3857,
VUT,2009,3396.736,
VUT,2010,3359.8496,
VUT,2011,3390.961,
VUT,2012,3350.771,
VUT,2013,3292.2341,
VUT,2014,3302.2917,
VUT,2015,3357.639,
VUT,2016,3397.7673,
VUT,2017,3465.9197,
VUT,2018,3482.0227,
VUT,2019,3512.072,
VUT,2020,3259.9954,
VUT,2021,3135.8367,
VUT,2022,3222.836,
VUT,2023,3118.396,Oceania
VUT,2024,3169.2324,
VAT,2023,,Europe
VEN,2023,,South America
VNM,1990,2467.9646,
VNM,1991,2560.8438,
VNM,1992,2726.4736,
VNM,1993,2890.4243,
VNM,1994,3089.6094,
VNM,1995,3328.2148,
VNM,1996,3584.029,
VNM,1997,3820.3025,
VNM,1998,3982.958,
VNM,1999,4119.0537,
VNM,2000,4349.2236,
VNM,2001,4570.2686,
VNM,2002,4809.6216,
VNM,2003,5090.29,
VNM,2004,5421.097,
VNM,2005,5776.3633,
VNM,2006,6098.245,
VNM,2007,6418.544,
VNM,2008,6659.1357,
VNM,2009,6914.339,
VNM,2010,7274.733,
VNM,2011,7652.619,
VNM,2012,7979.868,
VNM,2013,8324.198,
VNM,2014,8751.883,
VNM,2015,9248.024,
VNM,2016,9743.188,
VNM,2017,10290.549,
VNM,2018,10936.894,
VNM,2019,11628.614,
VNM,2020,11851.396,
VNM,2021,12048.902,
VNM,2022,12979.764,
VNM,2023,13545.935,Asia
VNM,2024,14415.216,
WLF,2023,,Oceania
OWID_GFR,2023,,Europe
ESH,2023,,Africa
OWID_WRL,1990,11218.697,
OWID_WRL,1991,11126.794,
OWID_WRL,1992,11088.845,
OWID_WRL,1993,11080.344,
OWID_WRL,1994,11202.158,
OWID_WRL,1995,11375.804,
OWID_WRL,1996,11622.149,
OWID_WRL,1997,11905.861,
OWID_WRL,1998,12030.494,
OWID_WRL,1999,12292.919,
OWID_WRL,2000,12708,
OWID_WRL,2001,12841.629,
OWID_WRL,2002,13024.261,
OWID_WRL,2003,13331.042,
OWID_WRL,2004,13838.768,
OWID_WRL,2005,14291.341,
OWID_WRL,2006,14845.036,
OWID_WRL,2007,15422.593,
OWID_WRL,2008,15655.5625,
OWID_WRL,2009,15356.328,
OWID_WRL,2010,15944.813,
OWID_WRL,2011,16373.5625,
OWID_WRL,2012,16673.617,
OWID_WRL,2013,17005.91,
OWID_WRL,2014,17379.877,
OWID_WRL,2015,17746.664,
OWID_WRL,2016,18110.506,
OWID_WRL,2017,18588.984,
OWID_WRL,2018,19062.96,
OWID_WRL,2019,19424.516,
OWID_WRL,2020,18698.06,
OWID_WRL,2021,19751.975,
OWID_WRL,2022,20281.531,
OWID_WRL,2023,20785.27,
OWID_WRL,2024,21267.674,
YEM,2023,,Asia
OWID_YAR,2023,,Asia
OWID_YPR,2023,,Asia
OWID_YGS,2023,,Europe
ZMB,1990,2425.1113,
ZMB,1991,2364.8623,
ZMB,1992,2268.498,
ZMB,1993,2365.6296,
ZMB,1994,2110.5833,
ZMB,1995,2119.9565,
ZMB,1996,2197.1956,
ZMB,1997,2223.4575,
ZMB,1998,2157.5735,
ZMB,1999,2198.1892,
ZMB,2000,2220.5654,
ZMB,2001,2268.9697,
ZMB,2002,2299.333,
ZMB,2003,2383.8762,
ZMB,2004,2471.7207,
ZMB,2005,2564.4756,
ZMB,2006,2673.4614,
ZMB,2007,2796.353,
ZMB,2008,2908.1436,
ZMB,2009,3065.8442,
ZMB,2010,3266.5076,
ZMB,2011,3335.6433,
ZMB,2012,3474.5525,
ZMB,2013,3535.2246,
ZMB,2014,3585.5774,
ZMB,2015,3576.9255,
ZMB,2016,3598.1716,
ZMB,2017,3612.5059,
ZMB,2018,3646.9597,
ZMB,2019,3591.5642,
ZMB,2020,3391.5955,
ZMB,2021,3503.035,
ZMB,2022,3585.1238,
ZMB,2023,3673.4841,Africa
ZMB,2024,3716.0374,
ZWE,1990,4013.296,
ZWE,1991,4126.402,
ZWE,1992,3649.8892,
ZWE,1993,3634.7476,
ZWE,1994,3965.7278,
ZWE,1995,3935.2769,
ZWE,1996,4271.4766,
ZWE,1997,4304.403,
ZWE,1998,4342.855,
ZWE,1999,4238.192,
ZWE,2000,4071.0188,
ZWE,2001,4102.0835,
ZWE,2002,3701.455,
ZWE,2003,3036.0535,
ZWE,2004,2828.8433,
ZWE,2005,2642.1724,
ZWE,2006,2519.8274,
ZWE,2007,2395.9888,
ZWE,2008,1949.0349,
ZWE,2009,2176.8645,
ZWE,2010,2563.4783,
ZWE,2011,2875.902,
ZWE,2012,3301.1663,
ZWE,2013,3319.772,
ZWE,2014,3352.3813,
ZWE,2015,3366.6338,
ZWE,2016,3345.315,
ZWE,2017,3453.5059,
ZWE,2018,3572.9814,
ZWE,2019,3294.804,
ZWE,2020,2987.2683,
ZWE,2021,3184.7847,
ZWE,2022,3323.1184,
ZWE,2023,3442.2488,Africa
ZWE,2024,3450.1296,
