Country Code,Year,GDP PPP (2021 international constant $)
AFG,1960,
AFG,1961,
AFG,1962,
AFG,1963,
AFG,1964,
AFG,1965,
AFG,1966,
AFG,1967,
AFG,1968,
AFG,1969,
AFG,1970,
AFG,1971,
AFG,1972,
AFG,1973,
AFG,1974,
AFG,1975,
AFG,1976,
AFG,1977,
AFG,1978,
AFG,1979,
AFG,1980,
AFG,1981,
AFG,1982,
AFG,1983,
AFG,1984,
AFG,1985,
AFG,1986,
AFG,1987,
AFG,1988,
AFG,1989,
AFG,1990,
AFG,1991,
AFG,1992,
AFG,1993,
AFG,1994,
AFG,1995,
AFG,1996,
AFG,1997,
AFG,1998,
AFG,1999,
AFG,2000,32567375970
AFG,2001,29495629513
AFG,2002,37931379899
AFG,2003,41281584746
AFG,2004,41865355064
AFG,2005,46566715049
AFG,2006,49061481754
AFG,2007,55844878996
AFG,2008,58036781460
AFG,2009,70451155677
AFG,2010,80569661677
AFG,2011,80913174278
AFG,2012,91231454558
AFG,2013,96341095376
AFG,2014,98965950295
AFG,2015,1.00402E+11
AFG,2016,1.02672E+11
AFG,2017,1.05389E+11
AFG,2018,1.06643E+11
AFG,2019,1.10814E+11
AFG,2020,1.08209E+11
AFG,2021,85767546198
AFG,2022,80415503801
AFG,2023,82238478028
AFG,2024,
AFE,1960,
AFE,1961,
AFE,1962,
AFE,1963,
AFE,1964,
AFE,1965,
AFE,1966,
AFE,1967,
AFE,1968,
AFE,1969,
AFE,1970,
AFE,1971,
AFE,1972,
AFE,1973,
AFE,1974,
AFE,1975,
AFE,1976,
AFE,1977,
AFE,1978,
AFE,1979,
AFE,1980,
AFE,1981,
AFE,1982,
AFE,1983,
AFE,1984,
AFE,1985,
AFE,1986,
AFE,1987,
AFE,1988,
AFE,1989,
AFE,1990,1.05548E+12
AFE,1991,1.05513E+12
AFE,1992,1.03134E+12
AFE,1993,1.02271E+12
AFE,1994,1.03974E+12
AFE,1995,1.08651E+12
AFE,1996,1.1468E+12
AFE,1997,1.19321E+12
AFE,1998,1.2159E+12
AFE,1999,1.24913E+12
AFE,2000,1.28974E+12
AFE,2001,1.33694E+12
AFE,2002,1.38941E+12
AFE,2003,1.43312E+12
AFE,2004,1.51593E+12
AFE,2005,1.61287E+12
AFE,2006,1.72205E+12
AFE,2007,1.84043E+12
AFE,2008,1.92595E+12
AFE,2009,1.9444E+12
AFE,2010,2.0484E+12
AFE,2011,2.13703E+12
AFE,2012,2.19949E+12
AFE,2013,2.2952E+12
AFE,2014,2.39462E+12
AFE,2015,2.47412E+12
AFE,2016,2.53972E+12
AFE,2017,2.61494E+12
AFE,2018,2.68936E+12
AFE,2019,2.75359E+12
AFE,2020,2.6813E+12
AFE,2021,2.805E+12
AFE,2022,2.90844E+12
AFE,2023,2.9631E+12
AFE,2024,3.0533E+12
AFW,1960,
AFW,1961,
AFW,1962,
AFW,1963,
AFW,1964,
AFW,1965,
AFW,1966,
AFW,1967,
AFW,1968,
AFW,1969,
AFW,1970,
AFW,1971,
AFW,1972,
AFW,1973,
AFW,1974,
AFW,1975,
AFW,1976,
AFW,1977,
AFW,1978,
AFW,1979,
AFW,1980,
AFW,1981,
AFW,1982,
AFW,1983,
AFW,1984,
AFW,1985,
AFW,1986,
AFW,1987,
AFW,1988,
AFW,1989,
AFW,1990,6.96693E+11
AFW,1991,7.0514E+11
AFW,1992,7.19713E+11
AFW,1993,7.11135E+11
AFW,1994,7.1083E+11
AFW,1995,7.26428E+11
AFW,1996,7.60533E+11
AFW,1997,7.94831E+11
AFW,1998,8.24678E+11
AFW,1999,8.38889E+11
AFW,2000,8.69565E+11
AFW,2001,9.14384E+11
AFW,2002,9.97772E+11
AFW,2003,1.05166E+12
AFW,2004,1.13414E+12
AFW,2005,1.20027E+12
AFW,2006,1.26389E+12
AFW,2007,1.33023E+12
AFW,2008,1.41265E+12
AFW,2009,1.49452E+12
AFW,2010,1.59677E+12
AFW,2011,1.67576E+12
AFW,2012,1.7648E+12
AFW,2013,1.86817E+12
AFW,2014,1.97268E+12
AFW,2015,2.03139E+12
AFW,2016,2.04206E+12
AFW,2017,2.09486E+12
AFW,2018,2.15962E+12
AFW,2019,2.23449E+12
AFW,2020,2.21627E+12
AFW,2021,2.30655E+12
AFW,2022,2.39996E+12
AFW,2023,2.48218E+12
AFW,2024,2.58882E+12
ALB,1960,
ALB,1961,
ALB,1962,
ALB,1963,
ALB,1964,
ALB,1965,
ALB,1966,
ALB,1967,
ALB,1968,
ALB,1969,
ALB,1970,
ALB,1971,
ALB,1972,
ALB,1973,
ALB,1974,
ALB,1975,
ALB,1976,
ALB,1977,
ALB,1978,
ALB,1979,
ALB,1980,
ALB,1981,
ALB,1982,
ALB,1983,
ALB,1984,
ALB,1985,
ALB,1986,
ALB,1987,
ALB,1988,
ALB,1989,
ALB,1990,18275992950
ALB,1991,13158323515
ALB,1992,12212620211
ALB,1993,13380074852
ALB,1994,14491004618
ALB,1995,16421544555
ALB,1996,17626283082
ALB,1997,15561968022
ALB,1998,16855171487
ALB,1999,18920052733
ALB,2000,20332029538
ALB,2001,22134205874
ALB,2002,23158664546
ALB,2003,24393777325
ALB,2004,25678417487
ALB,2005,26995931363
ALB,2006,28620811407
ALB,2007,30481190655
ALB,2008,32586545485
ALB,2009,33463368454
ALB,2010,34458286075
ALB,2011,35307171755
ALB,2012,35654640182
ALB,2013,36263346296
ALB,2014,37075727554
ALB,2015,37901665047
ALB,2016,39383216692
ALB,2017,40676236984
ALB,2018,42169632192
ALB,2019,43039413707
ALB,2020,41613192394
ALB,2021,45345719391
ALB,2022,47534419469
ALB,2023,49405667455
ALB,2024,51362981226
DZA,1960,
DZA,1961,
DZA,1962,
DZA,1963,
DZA,1964,
DZA,1965,
DZA,1966,
DZA,1967,
DZA,1968,
DZA,1969,
DZA,1970,
DZA,1971,
DZA,1972,
DZA,1973,
DZA,1974,
DZA,1975,
DZA,1976,
DZA,1977,
DZA,1978,
DZA,1979,
DZA,1980,
DZA,1981,
DZA,1982,
DZA,1983,
DZA,1984,
DZA,1985,
DZA,1986,
DZA,1987,
DZA,1988,
DZA,1989,
DZA,1990,2.97621E+11
DZA,1991,2.9405E+11
DZA,1992,2.99343E+11
DZA,1993,2.93057E+11
DZA,1994,2.90419E+11
DZA,1995,3.01455E+11
DZA,1996,3.13815E+11
DZA,1997,3.17267E+11
DZA,1998,3.33447E+11
DZA,1999,3.44118E+11
DZA,2000,3.57194E+11
DZA,2001,3.6791E+11
DZA,2002,3.87777E+11
DZA,2003,4.12982E+11
DZA,2004,4.31567E+11
DZA,2005,4.54871E+11
DZA,2006,4.68063E+11
DZA,2007,4.82572E+11
DZA,2008,4.94637E+11
DZA,2009,5.00572E+11
DZA,2010,5.246E+11
DZA,2011,5.40338E+11
DZA,2012,5.53306E+11
DZA,2013,5.67692E+11
DZA,2014,5.90967E+11
DZA,2015,6.09878E+11
DZA,2016,6.33664E+11
DZA,2017,6.43169E+11
DZA,2018,6.52173E+11
DZA,2019,6.58042E+11
DZA,2020,6.2514E+11
DZA,2021,6.48896E+11
DZA,2022,6.72256E+11
DZA,2023,6.99818E+11
DZA,2024,7.22912E+11
ASM,1960,
ASM,1961,
ASM,1962,
ASM,1963,
ASM,1964,
ASM,1965,
ASM,1966,
ASM,1967,
ASM,1968,
ASM,1969,
ASM,1970,
ASM,1971,
ASM,1972,
ASM,1973,
ASM,1974,
ASM,1975,
ASM,1976,
ASM,1977,
ASM,1978,
ASM,1979,
ASM,1980,
ASM,1981,
ASM,1982,
ASM,1983,
ASM,1984,
ASM,1985,
ASM,1986,
ASM,1987,
ASM,1988,
ASM,1989,
ASM,1990,
ASM,1991,
ASM,1992,
ASM,1993,
ASM,1994,
ASM,1995,
ASM,1996,
ASM,1997,
ASM,1998,
ASM,1999,
ASM,2000,
ASM,2001,
ASM,2002,
ASM,2003,
ASM,2004,
ASM,2005,
ASM,2006,
ASM,2007,
ASM,2008,
ASM,2009,
ASM,2010,
ASM,2011,
ASM,2012,
ASM,2013,
ASM,2014,
ASM,2015,
ASM,2016,
ASM,2017,
ASM,2018,
ASM,2019,
ASM,2020,
ASM,2021,
ASM,2022,
ASM,2023,
ASM,2024,
AND,1960,
AND,1961,
AND,1962,
AND,1963,
AND,1964,
AND,1965,
AND,1966,
AND,1967,
AND,1968,
AND,1969,
AND,1970,
AND,1971,
AND,1972,
AND,1973,
AND,1974,
AND,1975,
AND,1976,
AND,1977,
AND,1978,
AND,1979,
AND,1980,
AND,1981,
AND,1982,
AND,1983,
AND,1984,
AND,1985,
AND,1986,
AND,1987,
AND,1988,
AND,1989,
AND,1990,2631759312
AND,1991,2698763997
AND,1992,2723841291
AND,1993,2695745293
AND,1994,2759989816
AND,1995,2836096580
AND,1996,2967967659
AND,1997,3237093233
AND,1998,3340511674
AND,1999,3477441884
AND,2000,3600138635
AND,2001,3892446769
AND,2002,4069411498
AND,2003,4423214424
AND,2004,4783072833
AND,2005,5041253346
AND,2006,5283671526
AND,2007,5365736886
AND,2008,5067445572
AND,2009,4798726710
AND,2010,4703953873
AND,2011,4703574275
AND,2012,4469597620
AND,2013,4311034331
AND,2014,4419002699
AND,2015,4482377402
AND,2016,4648659174
AND,2017,4664746876
AND,2018,4738858765
AND,2019,4834372721
AND,2020,4293699379
AND,2021,4649508749
AND,2022,5094216232
AND,2023,5225828101
AND,2024,5402033635
AGO,1960,
AGO,1961,
AGO,1962,
AGO,1963,
AGO,1964,
AGO,1965,
AGO,1966,
AGO,1967,
AGO,1968,
AGO,1969,
AGO,1970,
AGO,1971,
AGO,1972,
AGO,1973,
AGO,1974,
AGO,1975,
AGO,1976,
AGO,1977,
AGO,1978,
AGO,1979,
AGO,1980,
AGO,1981,
AGO,1982,
AGO,1983,
AGO,1984,
AGO,1985,
AGO,1986,
AGO,1987,
AGO,1988,
AGO,1989,
AGO,1990,85939173895
AGO,1991,86791139889
AGO,1992,81724029491
AGO,1993,62123814348
AGO,1994,62955878002
AGO,1995,72399259721
AGO,1996,82205283158
AGO,1997,88185123455
AGO,1998,92322016744
AGO,1999,94336012047
AGO,2000,97217622733
AGO,2001,1.01307E+11
AGO,2002,1.15151E+11
AGO,2003,1.18594E+11
AGO,2004,1.3158E+11
AGO,2005,1.51356E+11
AGO,2006,1.68838E+11
AGO,2007,1.92492E+11
AGO,2008,2.13994E+11
AGO,2009,2.15834E+11
AGO,2010,2.25327E+11
AGO,2011,2.33151E+11
AGO,2012,2.53067E+11
AGO,2013,2.65605E+11
AGO,2014,2.78414E+11
AGO,2015,2.81041E+11
AGO,2016,2.7379E+11
AGO,2017,2.73387E+11
AGO,2018,2.69788E+11
AGO,2019,2.67894E+11
AGO,2020,2.52789E+11
AGO,2021,2.55821E+11
AGO,2022,2.6361E+11
AGO,2023,2.66452E+11
AGO,2024,2.78239E+11
ATG,1960,
ATG,1961,
ATG,1962,
ATG,1963,
ATG,1964,
ATG,1965,
ATG,1966,
ATG,1967,
ATG,1968,
ATG,1969,
ATG,1970,
ATG,1971,
ATG,1972,
ATG,1973,
ATG,1974,
ATG,1975,
ATG,1976,
ATG,1977,
ATG,1978,
ATG,1979,
ATG,1980,
ATG,1981,
ATG,1982,
ATG,1983,
ATG,1984,
ATG,1985,
ATG,1986,
ATG,1987,
ATG,1988,
ATG,1989,
ATG,1990,1329089238
ATG,1991,1358021545
ATG,1992,1373754915
ATG,1993,1446287620
ATG,1994,1542847661
ATG,1995,1475582825
ATG,1996,1573044257
ATG,1997,1659109533
ATG,1998,1737606636
ATG,1999,1802032676
ATG,2000,1913822712
ATG,2001,1826779954
ATG,2002,1845545275
ATG,2003,1957692356
ATG,2004,2070594498
ATG,2005,2204638355
ATG,2006,2484807048
ATG,2007,2716271365
ATG,2008,2715890908
ATG,2009,2390992152
ATG,2010,2203526249
ATG,2011,2160364841
ATG,2012,2233237031
ATG,2013,2219815671
ATG,2014,2268613699
ATG,2015,2300864764
ATG,2016,2395668849
ATG,2017,2460656795
ATG,2018,2625816199
ATG,2019,2709112916
ATG,2020,2197936455
ATG,2021,2377570792
ATG,2022,2594115333
ATG,2023,2657083929
ATG,2024,2772069806
ARB,1960,
ARB,1961,
ARB,1962,
ARB,1963,
ARB,1964,
ARB,1965,
ARB,1966,
ARB,1967,
ARB,1968,
ARB,1969,
ARB,1970,
ARB,1971,
ARB,1972,
ARB,1973,
ARB,1974,
ARB,1975,
ARB,1976,
ARB,1977,
ARB,1978,
ARB,1979,
ARB,1980,
ARB,1981,
ARB,1982,
ARB,1983,
ARB,1984,
ARB,1985,
ARB,1986,
ARB,1987,
ARB,1988,
ARB,1989,
ARB,1990,2.52192E+12
ARB,1991,2.48287E+12
ARB,1992,2.64094E+12
ARB,1993,2.72644E+12
ARB,1994,2.81021E+12
ARB,1995,2.8897E+12
ARB,1996,3.0356E+12
ARB,1997,3.19704E+12
ARB,1998,3.37178E+12
ARB,1999,3.47698E+12
ARB,2000,3.69104E+12
ARB,2001,3.77527E+12
ARB,2002,3.82093E+12
ARB,2003,3.95038E+12
ARB,2004,4.3047E+12
ARB,2005,4.53448E+12
ARB,2006,4.80574E+12
ARB,2007,5.03019E+12
ARB,2008,5.31872E+12
ARB,2009,5.38614E+12
ARB,2010,5.64575E+12
ARB,2011,5.89588E+12
ARB,2012,6.11658E+12
ARB,2013,6.25341E+12
ARB,2014,6.42327E+12
ARB,2015,6.67202E+12
ARB,2016,6.92517E+12
ARB,2017,7.05113E+12
ARB,2018,7.25531E+12
ARB,2019,7.41845E+12
ARB,2020,7.13143E+12
ARB,2021,7.43483E+12
ARB,2022,7.95519E+12
ARB,2023,8.07634E+12
ARB,2024,8.21164E+12
ARG,1960,
ARG,1961,
ARG,1962,
ARG,1963,
ARG,1964,
ARG,1965,
ARG,1966,
ARG,1967,
ARG,1968,
ARG,1969,
ARG,1970,
ARG,1971,
ARG,1972,
ARG,1973,
ARG,1974,
ARG,1975,
ARG,1976,
ARG,1977,
ARG,1978,
ARG,1979,
ARG,1980,
ARG,1981,
ARG,1982,
ARG,1983,
ARG,1984,
ARG,1985,
ARG,1986,
ARG,1987,
ARG,1988,
ARG,1989,
ARG,1990,5.57089E+11
ARG,1991,6.07968E+11
ARG,1992,6.56225E+11
ARG,1993,7.10081E+11
ARG,1994,7.51523E+11
ARG,1995,7.3014E+11
ARG,1996,7.70493E+11
ARG,1997,8.32988E+11
ARG,1998,8.65059E+11
ARG,1999,8.35773E+11
ARG,2000,8.29179E+11
ARG,2001,7.92622E+11
ARG,2002,7.0627E+11
ARG,2003,7.68683E+11
ARG,2004,8.38092E+11
ARG,2005,9.12277E+11
ARG,2006,9.85689E+11
ARG,2007,1.07448E+12
ARG,2008,1.11807E+12
ARG,2009,1.0519E+12
ARG,2010,1.15841E+12
ARG,2011,1.22796E+12
ARG,2012,1.21535E+12
ARG,2013,1.24459E+12
ARG,2014,1.21331E+12
ARG,2015,1.24645E+12
ARG,2016,1.22052E+12
ARG,2017,1.25492E+12
ARG,2018,1.22208E+12
ARG,2019,1.19762E+12
ARG,2020,1.07905E+12
ARG,2021,1.19173E+12
ARG,2022,1.25453E+12
ARG,2023,1.23432E+12
ARG,2024,1.2131E+12
ARM,1960,
ARM,1961,
ARM,1962,
ARM,1963,
ARM,1964,
ARM,1965,
ARM,1966,
ARM,1967,
ARM,1968,
ARM,1969,
ARM,1970,
ARM,1971,
ARM,1972,
ARM,1973,
ARM,1974,
ARM,1975,
ARM,1976,
ARM,1977,
ARM,1978,
ARM,1979,
ARM,1980,
ARM,1981,
ARM,1982,
ARM,1983,
ARM,1984,
ARM,1985,
ARM,1986,
ARM,1987,
ARM,1988,
ARM,1989,
ARM,1990,21801542439
ARM,1991,19250762305
ARM,1992,11203943133
ARM,1993,10217996272
ARM,1994,10769768355
ARM,1995,11512882201
ARM,1996,12188158880
ARM,1997,12592937351
ARM,1998,13512221776
ARM,1999,13958125094
ARM,2000,14781654475
ARM,2001,16200693305
ARM,2002,18339184821
ARM,2003,20906670696
ARM,2004,23101871119
ARM,2005,26313031204
ARM,2006,29786351323
ARM,2007,33867081455
ARM,2008,36203910075
ARM,2009,31099158754
ARM,2010,31783340247
ARM,2011,33277157238
ARM,2012,35673112560
ARM,2013,36850325274
ARM,2014,38176936984
ARM,2015,39398598967
ARM,2016,39477396165
ARM,2017,42438200878
ARM,2018,44644987324
ARM,2019,48038006360
ARM,2020,44579269902
ARM,2021,47164867557
ARM,2022,53107640869
ARM,2023,57515575061
ARM,2024,60908993990
ABW,1960,
ABW,1961,
ABW,1962,
ABW,1963,
ABW,1964,
ABW,1965,
ABW,1966,
ABW,1967,
ABW,1968,
ABW,1969,
ABW,1970,
ABW,1971,
ABW,1972,
ABW,1973,
ABW,1974,
ABW,1975,
ABW,1976,
ABW,1977,
ABW,1978,
ABW,1979,
ABW,1980,
ABW,1981,
ABW,1982,
ABW,1983,
ABW,1984,
ABW,1985,
ABW,1986,
ABW,1987,
ABW,1988,
ABW,1989,
ABW,1990,2169949833
ABW,1991,2342740155
ABW,1992,2480548423
ABW,1993,2661819292
ABW,1994,2880192320
ABW,1995,2953554956
ABW,1996,2988577872
ABW,1997,3199179219
ABW,1998,3262906371
ABW,1999,3303302517
ABW,2000,3555110647
ABW,2001,3703785432
ABW,2002,3668786383
ABW,2003,3709528424
ABW,2004,3980091340
ABW,2005,3964842111
ABW,2006,4009542195
ABW,2007,4133418781
ABW,2008,4209298230
ABW,2009,3717747269
ABW,2010,3616124254
ABW,2011,3737960057
ABW,2012,3699055373
ABW,2013,3936959476
ABW,2014,3874496656
ABW,2015,3850334291
ABW,2016,3916545601
ABW,2017,4192604626
ABW,2018,4293104973
ABW,2019,4197263893
ABW,2020,3097084627
ABW,2021,3844492519
ABW,2022,4171963244
ABW,2023,4349844051
ABW,2024,
AUS,1960,
AUS,1961,
AUS,1962,
AUS,1963,
AUS,1964,
AUS,1965,
AUS,1966,
AUS,1967,
AUS,1968,
AUS,1969,
AUS,1970,
AUS,1971,
AUS,1972,
AUS,1973,
AUS,1974,
AUS,1975,
AUS,1976,
AUS,1977,
AUS,1978,
AUS,1979,
AUS,1980,
AUS,1981,
AUS,1982,
AUS,1983,
AUS,1984,
AUS,1985,
AUS,1986,
AUS,1987,
AUS,1988,
AUS,1989,
AUS,1990,6.17848E+11
AUS,1991,6.15486E+11
AUS,1992,6.18122E+11
AUS,1993,6.43136E+11
AUS,1994,6.68735E+11
AUS,1995,6.94721E+11
AUS,1996,7.21565E+11
AUS,1997,7.49801E+11
AUS,1998,7.84766E+11
AUS,1999,8.24222E+11
AUS,2000,8.56544E+11
AUS,2001,8.7389E+11
AUS,2002,9.08667E+11
AUS,2003,9.36751E+11
AUS,2004,9.76323E+11
AUS,2005,1.00712E+12
AUS,2006,1.03487E+12
AUS,2007,1.07392E+12
AUS,2008,1.11243E+12
AUS,2009,1.13348E+12
AUS,2010,1.15865E+12
AUS,2011,1.18654E+12
AUS,2012,1.23301E+12
AUS,2013,1.26509E+12
AUS,2014,1.29793E+12
AUS,2015,1.32635E+12
AUS,2016,1.36295E+12
AUS,2017,1.39402E+12
AUS,2018,1.43415E+12
AUS,2019,1.46529E+12
AUS,2020,1.46354E+12
AUS,2021,1.49444E+12
AUS,2022,1.55784E+12
AUS,2023,1.61146E+12
AUS,2024,1.63452E+12
AUT,1960,
AUT,1961,
AUT,1962,
AUT,1963,
AUT,1964,
AUT,1965,
AUT,1966,
AUT,1967,
AUT,1968,
AUT,1969,
AUT,1970,
AUT,1971,
AUT,1972,
AUT,1973,
AUT,1974,
AUT,1975,
AUT,1976,
AUT,1977,
AUT,1978,
AUT,1979,
AUT,1980,
AUT,1981,
AUT,1982,
AUT,1983,
AUT,1984,
AUT,1985,
AUT,1986,
AUT,1987,
AUT,1988,
AUT,1989,
AUT,1990,3.32535E+11
AUT,1991,3.43979E+11
AUT,1992,3.51181E+11
AUT,1993,3.53031E+11
AUT,1994,3.61511E+11
AUT,1995,3.71156E+11
AUT,1996,3.7938E+11
AUT,1997,3.87521E+11
AUT,1998,4.01056E+11
AUT,1999,4.16144E+11
AUT,2000,4.29417E+11
AUT,2001,4.35072E+11
AUT,2002,4.4153E+11
AUT,2003,4.46571E+11
AUT,2004,4.58026E+11
AUT,2005,4.68654E+11
AUT,2006,4.83976E+11
AUT,2007,5.02247E+11
AUT,2008,5.09546E+11
AUT,2009,4.91273E+11
AUT,2010,5.0016E+11
AUT,2011,5.14802E+11
AUT,2012,5.18036E+11
AUT,2013,5.16737E+11
AUT,2014,5.20643E+11
AUT,2015,5.27429E+11
AUT,2016,5.38596E+11
AUT,2017,5.50834E+11
AUT,2018,5.64518E+11
AUT,2019,5.74426E+11
AUT,2020,5.38132E+11
AUT,2021,5.63937E+11
AUT,2022,5.93701E+11
AUT,2023,5.88031E+11
AUT,2024,5.81131E+11
AZE,1960,
AZE,1961,
AZE,1962,
AZE,1963,
AZE,1964,
AZE,1965,
AZE,1966,
AZE,1967,
AZE,1968,
AZE,1969,
AZE,1970,
AZE,1971,
AZE,1972,
AZE,1973,
AZE,1974,
AZE,1975,
AZE,1976,
AZE,1977,
AZE,1978,
AZE,1979,
AZE,1980,
AZE,1981,
AZE,1982,
AZE,1983,
AZE,1984,
AZE,1985,
AZE,1986,
AZE,1987,
AZE,1988,
AZE,1989,
AZE,1990,77320440962
AZE,1991,76779197739
AZE,1992,59427098799
AZE,1993,45699439738
AZE,1994,36696649543
AZE,1995,32366445224
AZE,1996,32787208820
AZE,1997,34688866980
AZE,1998,38157753543
AZE,1999,40981427801
AZE,2000,45530365936
AZE,2001,50037872023
AZE,2002,54760904902
AZE,2003,60351062364
AZE,2004,65935829773
AZE,2005,84372501916
AZE,2006,1.13453E+11
AZE,2007,1.42341E+11
AZE,2008,1.57417E+11
AZE,2009,1.72166E+11
AZE,2010,1.80411E+11
AZE,2011,1.77573E+11
AZE,2012,1.81485E+11
AZE,2013,1.9209E+11
AZE,2014,1.97464E+11
AZE,2015,1.99536E+11
AZE,2016,1.93423E+11
AZE,2017,1.9372E+11
AZE,2018,1.96627E+11
AZE,2019,2.01503E+11
AZE,2020,1.93042E+11
AZE,2021,2.03884E+11
AZE,2022,2.13497E+11
AZE,2023,2.16388E+11
AZE,2024,2.25198E+11
BHS,1960,
BHS,1961,
BHS,1962,
BHS,1963,
BHS,1964,
BHS,1965,
BHS,1966,
BHS,1967,
BHS,1968,
BHS,1969,
BHS,1970,
BHS,1971,
BHS,1972,
BHS,1973,
BHS,1974,
BHS,1975,
BHS,1976,
BHS,1977,
BHS,1978,
BHS,1979,
BHS,1980,
BHS,1981,
BHS,1982,
BHS,1983,
BHS,1984,
BHS,1985,
BHS,1986,
BHS,1987,
BHS,1988,
BHS,1989,
BHS,1990,9126074163
BHS,1991,8744441360
BHS,1992,8409915560
BHS,1993,8435801834
BHS,1994,8701438146
BHS,1995,9082452546
BHS,1996,9466052687
BHS,1997,9587952083
BHS,1998,10040196469
BHS,1999,10757478537
BHS,2000,11203743854
BHS,2001,11497955268
BHS,2002,11808969928
BHS,2003,11659596298
BHS,2004,11762477514
BHS,2005,12161941155
BHS,2006,12468007620
BHS,2007,12648307467
BHS,2008,12354405315
BHS,2009,11838556009
BHS,2010,12020711429
BHS,2011,12094418914
BHS,2012,12641101658
BHS,2013,12279151519
BHS,2014,12505985015
BHS,2015,12630638288
BHS,2016,12484594381
BHS,2017,12905479582
BHS,2018,13215020091
BHS,2019,13104139293
BHS,2020,10471575966
BHS,2021,12313201284
BHS,2022,13652564215
BHS,2023,14068800174
BHS,2024,14544115518
BHR,1960,
BHR,1961,
BHR,1962,
BHR,1963,
BHR,1964,
BHR,1965,
BHR,1966,
BHR,1967,
BHR,1968,
BHR,1969,
BHR,1970,
BHR,1971,
BHR,1972,
BHR,1973,
BHR,1974,
BHR,1975,
BHR,1976,
BHR,1977,
BHR,1978,
BHR,1979,
BHR,1980,
BHR,1981,
BHR,1982,
BHR,1983,
BHR,1984,
BHR,1985,
BHR,1986,
BHR,1987,
BHR,1988,
BHR,1989,
BHR,1990,21547623543
BHR,1991,23967421295
BHR,1992,25570841331
BHR,1993,28861810335
BHR,1994,28789655411
BHR,1995,29921086679
BHR,1996,31150845231
BHR,1997,32114340636
BHR,1998,33652618706
BHR,1999,35099680719
BHR,2000,36959988158
BHR,2001,37880642522
BHR,2002,39149095032
BHR,2003,41614094816
BHR,2004,44519158861
BHR,2005,47532659557
BHR,2006,50606596423
BHR,2007,54803887940
BHR,2008,58226396743
BHR,2009,59705280669
BHR,2010,62293086037
BHR,2011,63494195104
BHR,2012,65908897751
BHR,2013,69397206738
BHR,2014,72387433087
BHR,2015,74202817291
BHR,2016,77033649780
BHR,2017,80849769947
BHR,2018,82509283149
BHR,2019,84203097859
BHR,2020,79225547128
BHR,2021,82671890844
BHR,2022,87781147011
BHR,2023,91185401848
BHR,2024,93936691918
BGD,1960,
BGD,1961,
BGD,1962,
BGD,1963,
BGD,1964,
BGD,1965,
BGD,1966,
BGD,1967,
BGD,1968,
BGD,1969,
BGD,1970,
BGD,1971,
BGD,1972,
BGD,1973,
BGD,1974,
BGD,1975,
BGD,1976,
BGD,1977,
BGD,1978,
BGD,1979,
BGD,1980,
BGD,1981,
BGD,1982,
BGD,1983,
BGD,1984,
BGD,1985,
BGD,1986,
BGD,1987,
BGD,1988,
BGD,1989,
BGD,1990,2.31057E+11
BGD,1991,2.3911E+11
BGD,1992,2.52124E+11
BGD,1993,2.64003E+11
BGD,1994,2.74273E+11
BGD,1995,2.8832E+11
BGD,1996,3.0136E+11
BGD,1997,3.14891E+11
BGD,1998,3.31193E+11
BGD,1999,3.4666E+11
BGD,2000,3.6501E+11
BGD,2001,3.83543E+11
BGD,2002,3.98244E+11
BGD,2003,4.17119E+11
BGD,2004,4.38974E+11
BGD,2005,4.67666E+11
BGD,2006,4.98868E+11
BGD,2007,5.34081E+11
BGD,2008,5.66199E+11
BGD,2009,5.94765E+11
BGD,2010,6.27904E+11
BGD,2011,6.68494E+11
BGD,2012,7.12089E+11
BGD,2013,7.54912E+11
BGD,2014,8.00667E+11
BGD,2015,8.53132E+11
BGD,2016,9.1382E+11
BGD,2017,9.74043E+11
BGD,2018,1.04534E+12
BGD,2019,1.12773E+12
BGD,2020,1.16661E+12
BGD,2021,1.24756E+12
BGD,2022,1.33614E+12
BGD,2023,1.4133E+12
BGD,2024,1.47299E+12
BRB,1960,
BRB,1961,
BRB,1962,
BRB,1963,
BRB,1964,
BRB,1965,
BRB,1966,
BRB,1967,
BRB,1968,
BRB,1969,
BRB,1970,
BRB,1971,
BRB,1972,
BRB,1973,
BRB,1974,
BRB,1975,
BRB,1976,
BRB,1977,
BRB,1978,
BRB,1979,
BRB,1980,
BRB,1981,
BRB,1982,
BRB,1983,
BRB,1984,
BRB,1985,
BRB,1986,
BRB,1987,
BRB,1988,
BRB,1989,
BRB,1990,4389884980
BRB,1991,4218683553
BRB,1992,3978534107
BRB,1993,4010086598
BRB,1994,4090720719
BRB,1995,4173107760
BRB,1996,4339050404
BRB,1997,4544725877
BRB,1998,4714174359
BRB,1999,4729950629
BRB,2000,4940300503
BRB,2001,4823439440
BRB,2002,4861419300
BRB,2003,4967178543
BRB,2004,5037295151
BRB,2005,5236543206
BRB,2006,5554429981
BRB,2007,5669916793
BRB,2008,5705833481
BRB,2009,5419556103
BRB,2010,5299366019
BRB,2011,5260604624
BRB,2012,5244122563
BRB,2013,5191136901
BRB,2014,5195414682
BRB,2015,5151456355
BRB,2016,5243766864
BRB,2017,5250502273
BRB,2018,5188857959
BRB,2019,5222719689
BRB,2020,4436472511
BRB,2021,4425161020
BRB,2022,5214293923
BRB,2023,5427757737
BRB,2024,5634012548
BLR,1960,
BLR,1961,
BLR,1962,
BLR,1963,
BLR,1964,
