Code,Year,Gini coefficient (2021 prices),World regions according to OWID
MDA,2001,0.37988025,
MDA,2002,0.3584591,
MDA,2003,0.34902084,
MDA,2004,0.35029566,
MDA,2005,0.36280838,
MDA,2006,0.35399818,
MDA,2007,0.34421042,
MDA,2008,0.34692442,
MDA,2009,0.32910907,
MDA,2010,0.3205092,
MDA,2011,0.30628577,
MDA,2012,0.2915884,
MDA,2013,0.2853416,
MDA,2014,0.26833853,
MDA,2015,0.27028158,
MDA,2016,0.26345387,
MDA,2017,0.25899243,
MDA,2018,0.25661647,
MDA,2019,0.26016647,
MDA,2020,0.25045705,
MDA,2021,0.25731638,
MDA,2022,0.25864446,
MDA,2023,0.26764753,Europe
MCO,2023,,Europe
MNG,1995,0.3319534,
MNG,1998,0.30271962,
MNG,2002,0.32892948,
MNG,2007,0.3582187,
MNG,2010,0.33081213,
MNG,2011,0.33883506,
MNG,2012,0.33751616,
MNG,2014,0.3203779,
MNG,2016,0.32345733,
MNG,2018,0.3274099,
MNG,2022,0.31416476,
MNG,2023,,Asia
MNE,2012,0.4120617,
MNE,2013,0.39021727,
MNE,2014,0.38769287,
MNE,2015,0.39005032,
MNE,2016,0.384665,
MNE,2017,0.36880922,
MNE,2018,0.3680896,
MNE,2019,0.35665396,
MNE,2020,0.35412297,
MNE,2021,0.34296975,
MNE,2023,,Europe
MSR,2023,,North America
MAR,1984,0.36468908,
MAR,1990,0.39206904,
MAR,1998,0.39353913,
MAR,2000,0.40636942,
MAR,2006,0.40718302,
MAR,2013,0.39548507,
MAR,2023,,Africa
MOZ,1996,0.53262776,
MOZ,2002,0.46948156,
MOZ,2008,0.45483,
MOZ,2014,0.5395343,
MOZ,2019,0.5073723,
MOZ,2022,0.49557135,
MOZ,2023,,Africa
MMR,2015,0.3806851,
MMR,2017,0.3069687,
MMR,2023,,Asia
NAM,1993,0.7105055,
NAM,2003,0.6331697,
NAM,2009,0.609647,
NAM,2015,0.5906661,
NAM,2023,,Africa
NRU,2012,0.3236158,
NRU,2023,,Oceania
NPL,1984,0.3005754,
NPL,1995,0.35207018,
NPL,2003,0.43768105,
NPL,2010,0.32840586,
NPL,2022,0.30020264,
NPL,2023,,Asia
NLD,1983,0.28364167,
NLD,1987,0.2676962,
NLD,1990,0.31086764,
NLD,1993,0.3043155,
NLD,1999,0.28063396,
NLD,2004,0.2980001,
NLD,2005,0.2904823,
NLD,2006,0.30043328,
NLD,2007,0.2959278,
NLD,2008,0.29298013,
NLD,2009,0.27881998,
NLD,2010,0.2784524,
NLD,2011,0.27750087,
NLD,2012,0.2762093,
NLD,2013,0.2810648,
NLD,2014,0.2863142,
NLD,2015,0.2824158,
NLD,2016,0.2817357,
NLD,2017,0.28535807,
NLD,2018,0.2812104,
NLD,2019,0.29248327,
NLD,2020,0.2599421,
NLD,2021,0.2574387,
NLD,2023,,Europe
ANT,2023,,North America
NCL,2023,,Oceania
NZL,2023,,Oceania
NIC,1993,0.57121277,
NIC,1998,0.54375845,
NIC,2001,0.5287477,
NIC,2005,0.48820037,
NIC,2009,0.43941626,
NIC,2014,0.46156293,
NIC,2023,,North America
NER,1992,0.3604249,
NER,1994,0.41460487,
NER,2005,0.44387317,
NER,2007,0.37304205,
NER,2011,0.31451714,
NER,2014,0.34276575,
NER,2018,0.37259424,
NER,2021,0.32862565,
NER,2023,,Africa
NGA,1985,0.3867785,
NGA,1992,0.44922248,
NGA,1996,0.5189936,
NGA,2003,0.40060818,
NGA,2010,0.3565021,
NGA,2012,0.35513008,
NGA,2015,0.3587978,
NGA,2018,0.35127744,
NGA,2022,0.3389487,
NGA,2023,,Africa
NIU,2023,,Oceania
NFK,2023,,Oceania
PRK,2023,,Asia
MKD,2009,0.42760772,
MKD,2010,0.40065548,
MKD,2011,0.39360675,
MKD,2012,0.38132396,
MKD,2013,0.36239138,
MKD,2014,0.3520166,
MKD,2015,0.35590693,
MKD,2016,0.3453452,
MKD,2017,0.34198907,
MKD,2018,0.3296047,
MKD,2019,0.3350583,
MKD,2023,,Europe
MNP,2023,,Oceania
NOR,1979,0.2689476,
NOR,1986,0.24630482,
NOR,1991,0.25226286,
NOR,1995,0.26019636,
NOR,2000,0.27358785,
NOR,2003,0.27626902,
NOR,2004,0.3157807,
NOR,2005,0.30597028,
NOR,2006,0.2635384,
NOR,2007,0.27090648,
NOR,2008,0.26996344,
NOR,2009,0.2615823,
NOR,2010,0.25723708,
NOR,2011,0.2530017,
NOR,2012,0.25725996,
NOR,2013,0.2636111,
NOR,2014,0.2675256,
NOR,2015,0.27496755,
NOR,2016,0.28493342,
NOR,2017,0.26986745,
NOR,2018,0.27560243,
NOR,2019,0.27741843,
NOR,2020,0.28392884,
NOR,2021,0.29089126,
NOR,2022,0.26946253,
NOR,2023,0.2653081,Europe
OMN,2023,,Asia
,2023,,Africa
PAK,1987,0.33316457,
PAK,1990,0.33247975,
PAK,1996,0.28664988,
PAK,1998,0.33123294,
PAK,2001,0.2865302,
PAK,2004,0.30886108,
PAK,2005,0.31261253,
PAK,2007,0.29669502,
PAK,2010,0.28780863,
PAK,2011,0.29697958,
PAK,2013,0.29528573,
PAK,2015,0.31291267,
PAK,2018,0.29589266,
PAK,2023,,Asia
,2023,,Asia
PLW,2023,,Oceania
PSE,2004,0.3404466,
PSE,2005,0.34742624,
PSE,2006,0.3395928,
PSE,2007,0.35606077,
PSE,2009,0.34463975,
PSE,2010,0.3529443,
PSE,2011,0.34415236,
PSE,2016,0.3369004,
PSE,2023,0.36381876,Asia
PAN,1979,0.48740143,
PAN,1989,0.5854873,
PAN,1991,0.5797844,
PAN,1995,0.57628953,
PAN,1997,0.5811877,
PAN,1998,0.5733296,
PAN,1999,0.56327,
PAN,2000,0.5657906,
PAN,2001,0.56695515,
PAN,2002,0.560887,
PAN,2003,0.55646366,
PAN,2004,0.5477021,
PAN,2005,0.5379738,
PAN,2006,0.5463359,
PAN,2007,0.5268422,
PAN,2008,0.5269296,
PAN,2009,0.5177022,
PAN,2010,0.51608574,
PAN,2011,0.5134672,
PAN,2012,0.5173878,
PAN,2013,0.51455736,
PAN,2014,0.5046524,
PAN,2015,0.5080543,
PAN,2016,0.50406694,
PAN,2017,0.4988425,
PAN,2018,0.49211323,
PAN,2019,0.4983736,
PAN,2021,0.50857776,
PAN,2023,0.48875666,North America
PAN,2024,0.49733543,
PNG,1996,0.45765263,
PNG,2009,0.4185041,
PNG,2023,,Oceania
PRY,1990,0.40837216,
PRY,1995,0.58139044,
PRY,1997,0.5488789,
PRY,1999,0.54570764,
PRY,2001,0.5462631,
PRY,2002,0.572743,
PRY,2003,0.5493751,
PRY,2004,0.5226007,
PRY,2005,0.5138112,
PRY,2006,0.5299408,
PRY,2007,0.5304041,
PRY,2008,0.50704646,
PRY,2009,0.4914508,
PRY,2010,0.5098244,
PRY,2011,0.52309626,
PRY,2012,0.47633564,
PRY,2013,0.47935358,
PRY,2014,0.50702643,
PRY,2015,0.47605732,
PRY,2016,0.47899717,
PRY,2017,0.4854749,
PRY,2018,0.459551,
PRY,2019,0.45650637,
PRY,2020,0.43481943,
PRY,2021,0.42905122,
PRY,2022,0.4459167,
PRY,2023,0.44175744,South America
PRY,2024,0.44245335,
PER,1997,0.5325629,
PER,1998,0.55117136,
PER,1999,0.5482069,
PER,2000,0.49071854,
PER,2001,0.5130155,
PER,2002,0.53563553,
PER,2003,0.53079563,
PER,2004,0.49879557,
PER,2005,0.50449,
PER,2006,0.50332093,
PER,2007,0.5002137,
PER,2008,0.47486374,
PER,2009,0.4700601,
PER,2010,0.4553765,
PER,2011,0.44659743,
PER,2012,0.44440016,
PER,2013,0.43882716,
PER,2014,0.43138808,
PER,2015,0.43356055,
PER,2016,0.4363897,
PER,2017,0.43292665,
PER,2018,0.4236556,
PER,2019,0.41528118,
PER,2020,0.4373981,
PER,2021,0.40121803,
PER,2022,0.4034916,
PER,2023,0.4065784,South America
PER,2024,0.40125862,
PHL,1985,0.41037434,
PHL,1988,0.4074627,
PHL,1991,0.4382355,
PHL,1994,0.42888388,
PHL,1997,0.45962209,
PHL,2000,0.42799473,
PHL,2003,0.4149466,
PHL,2006,0.4285884,
PHL,2009,0.41760337,
PHL,2012,0.4222433,
PHL,2015,0.40351498,
PHL,2018,0.37811705,
PHL,2021,0.37268466,
PHL,2023,0.35203487,Asia
PCN,2023,,Oceania
POL,1985,0.25083962,
POL,1986,0.27984542,
POL,1987,0.2552513,
POL,1989,0.26794213,
POL,1992,0.29298562,
POL,1995,0.345999,
POL,1999,0.32256204,
POL,2004,0.38021782,
POL,2005,0.35808384,
POL,2006,0.34667546,
POL,2007,0.34001285,
POL,2008,0.33485633,
POL,2009,0.33355722,
POL,2010,0.3321481,
POL,2011,0.33180645,
POL,2012,0.3302016,
POL,2013,0.3313732,
POL,2014,0.32824445,
POL,2015,0.3175091,
POL,2016,0.31189167,
POL,2017,0.2968527,
POL,2018,0.302149,
POL,2019,0.28760177,
POL,2020,0.284626,
POL,2021,0.28479505,
POL,2022,0.28858185,
POL,2023,0.28466788,Europe
PRT,2003,0.38775006,
PRT,2004,0.38938776,
PRT,2005,0.38480073,
PRT,2006,0.3806078,
PRT,2007,0.36750183,
PRT,2008,0.3663415,
PRT,2009,0.34907416,
PRT,2010,0.35844672,
PRT,2011,0.36344677,
PRT,2012,0.36034793,
PRT,2013,0.36187103,
PRT,2014,0.35562173,
PRT,2015,0.355233,
PRT,2016,0.3519052,
PRT,2017,0.3380384,
PRT,2018,0.33492562,
PRT,2019,0.32762748,
PRT,2020,0.3466863,
PRT,2021,0.34592018,
PRT,2022,0.36252204,
PRT,2023,0.33851567,Europe
PRI,2023,,North America
QAT,2017,0.35128385,
QAT,2023,,Asia
OWID_RVN,2023,,Asia
REU,2023,,Africa
ROU,1989,0.23307304,
ROU,1992,0.25461727,
ROU,1994,0.28200582,
ROU,1995,0.31158027,
ROU,1997,0.30504426,
ROU,2006,0.3964082,
ROU,2007,0.37547714,
ROU,2008,0.36428735,
ROU,2009,0.35564336,
ROU,2010,0.35471106,
ROU,2011,0.35866693,
ROU,2012,0.3654547,
ROU,2013,0.3691512,
ROU,2014,0.36009106,
ROU,2015,0.3591363,
ROU,2016,0.34406668,
ROU,2017,0.36012626,
ROU,2018,0.35758412,
ROU,2019,0.34800538,
ROU,2020,0.34570205,
ROU,2021,0.3385265,
ROU,2022,0.32303035,
ROU,2023,0.29828945,Europe
RUS,1993,0.45385477,
RUS,1996,0.4609863,
RUS,1997,0.384092,
RUS,1998,0.38137004,
RUS,1999,0.37443388,
RUS,2000,0.37092742,
RUS,2001,0.36924985,
RUS,2002,0.3728377,
RUS,2003,0.39971548,
RUS,2004,0.4031583,
RUS,2005,0.41265598,
RUS,2006,0.4095094,
RUS,2007,0.42272472,
RUS,2008,0.41568583,
RUS,2009,0.398456,
RUS,2010,0.39548978,
RUS,2011,0.39749315,
RUS,2012,0.40714827,
RUS,2013,0.40884423,
RUS,2014,0.3988122,
RUS,2015,0.37710539,
RUS,2016,0.368485,
RUS,2017,0.37239072,
RUS,2018,0.37473005,
RUS,2019,0.37736863,
RUS,2020,0.36068243,
RUS,2023,,Europe
RWA,2000,0.48520252,
RWA,2005,0.5202114,
RWA,2010,0.47221914,
RWA,2013,0.45111567,
RWA,2016,0.4370951,
RWA,2023,0.39364448,Africa
,1984,0.28898594,
BLM,2023,,North America
SHN,2023,,Africa
KNA,2023,,North America
LCA,1995,0.4258438,
LCA,2015,0.51225066,
LCA,2023,,North America
MAF,2023,,North America
SPM,2023,,North America
VCT,2023,,North America
WSM,2002,0.4073552,
WSM,2008,0.4204655,
WSM,2013,0.38743454,
WSM,2023,,Oceania
SMR,2023,,Europe
STP,2000,0.32125893,
STP,2010,0.3082127,
STP,2017,0.4072948,
STP,2023,,Africa
SAU,2023,,Asia
SEN,1991,0.54041934,
SEN,1994,0.39245197,
SEN,2001,0.41229436,
SEN,2005,0.39212894,
SEN,2011,0.4027436,
SEN,2018,0.38314784,
SEN,2021,0.3615772,
SEN,2023,,Africa
SRB,2012,0.398866,
SRB,2013,0.39444748,
SRB,2014,0.40435985,
SRB,2015,0.40460244,
SRB,2016,0.38773644,
SRB,2017,0.36104488,
SRB,2018,0.35002947,
SRB,2019,0.34475124,
SRB,2020,0.3495087,
SRB,2021,0.3312888,
SRB,2022,0.3280289,
SRB,2023,,Europe
OWID_SRM,2023,,Europe
SYC,1999,0.42776692,
SYC,2006,0.42767617,
SYC,2013,0.46821982,
SYC,2018,0.3212532,
SYC,2023,,Africa
SLE,2003,0.40167454,
SLE,2011,0.34030178,
SLE,2018,0.35690176,
SLE,2023,,Africa
SGP,2023,,Asia
SXM,2023,,North America
SVK,1992,0.20186578,
SVK,1996,0.26275504,
SVK,2004,0.2707678,
SVK,2005,0.29296494,
SVK,2006,0.2579704,
SVK,2007,0.24664715,
SVK,2008,0.2602499,
SVK,2009,0.2723098,
SVK,2010,0.2731572,
SVK,2011,0.2653828,
SVK,2012,0.2611581,
SVK,2013,0.28086153,
SVK,2014,0.26103443,
SVK,2015,0.26491237,
SVK,2016,0.2515497,
SVK,2017,0.23237365,
SVK,2018,0.24970019,
SVK,2019,0.23232324,
SVK,2020,0.24219425,
SVK,2021,0.2411022,
SVK,2022,0.24078926,
SVK,2023,0.23817715,Europe
SVN,1987,0.2359837,
SVN,1993,0.2911778,
SVN,1997,0.241215,
SVN,1999,0.24042886,
SVN,2004,0.24790733,
SVN,2005,0.24634741,
SVN,2006,0.24363928,
SVN,2007,0.24354753,
SVN,2008,0.23718019,
SVN,2009,0.24787736,
SVN,2010,0.24933259,
SVN,2011,0.24868034,
SVN,2012,0.25585502,
SVN,2013,0.26241106,
SVN,2014,0.25657535,
SVN,2015,0.25408465,
SVN,2016,0.24757937,
SVN,2017,0.24219307,
SVN,2018,0.24633364,
SVN,2019,0.24384232,
SVN,2020,0.24031529,
SVN,2021,0.2428228,
SVN,2022,0.24305065,
SVN,2023,0.24681959,Europe
SLB,2005,0.46087635,
SLB,2012,0.37054926,
SLB,2023,,Oceania
SOM,2023,,Africa
ZAF,1993,0.5933394,
ZAF,2000,0.5776966,
ZAF,2005,0.64761883,
ZAF,2008,0.63009,
ZAF,2010,0.6338256,
ZAF,2014,0.6302572,
ZAF,2023,,Africa
SGS,2023,,South America
KOR,2006,0.31702983,
KOR,2008,0.32324833,
KOR,2010,0.32021224,
KOR,2012,0.31558052,
KOR,2014,0.31192905,
KOR,2016,0.35222206,
KOR,2017,0.34854642,
KOR,2018,0.33725032,
KOR,2019,0.33196163,
KOR,2020,0.32708606,
KOR,2021,0.32906574,
KOR,2023,,Asia
SSD,2009,0.4631574,
SSD,2016,0.44047812,
SSD,2023,,Africa
ESP,1980,0.34483546,
ESP,1985,0.34431675,
ESP,1990,0.32023215,
ESP,1993,0.3565849,
ESP,1994,0.35103723,
ESP,1995,0.35726634,
ESP,1996,0.3646458,
ESP,1997,0.3532442,
ESP,1998,0.34580052,
ESP,1999,0.33791927,
ESP,2000,0.3412891,
ESP,2003,0.31800938,
ESP,2004,0.3330196,
ESP,2005,0.32431775,
ESP,2006,0.33541155,
ESP,2007,0.3413741,
ESP,2008,0.342204,
ESP,2009,0.34924084,
ESP,2010,0.35244483,
ESP,2011,0.35693973,
ESP,2012,0.3540366,
ESP,2013,0.36181897,
ESP,2014,0.36052307,
ESP,2015,0.36178336,
ESP,2016,0.35757092,
ESP,2017,0.34651256,
ESP,2018,0.34716326,
ESP,2019,0.34303713,
ESP,2020,0.34863642,
ESP,2021,0.3388591,
ESP,2022,0.3357942,
ESP,2023,0.33407936,Europe
LKA,1985,0.32467854,
LKA,1990,0.32447433,
LKA,1995,0.35399538,
LKA,2002,0.40171906,
LKA,2006,0.3966902,
LKA,2009,0.36054152,
LKA,2012,0.38713607,
LKA,2016,0.39345774,
LKA,2019,0.37663776,
LKA,2023,,Asia
SDN,2009,0.35395336,
SDN,2014,0.34242943,
SDN,2023,,Africa
,2023,,Africa
SUR,2022,0.39179897,
SUR,2023,,South America
,1999,0.5753989,
SWE,1975,0.24283645,
SWE,1981,0.22923574,
SWE,1987,0.23057628,
SWE,1992,0.24908733,
SWE,1995,0.25236505,
SWE,2000,0.2696006,
SWE,2001,0.2654536,
SWE,2002,0.26216906,
SWE,2003,0.2526852,
SWE,2004,0.26140112,
SWE,2005,0.26821017,
SWE,2006,0.26351228,
SWE,2007,0.27114138,
SWE,2008,0.2811916,
SWE,2009,0.27339843,
SWE,2010,0.27736148,
SWE,2011,0.2760523,
SWE,2012,0.27643865,
SWE,2013,0.28822747,
SWE,2014,0.28388637,
SWE,2015,0.2920968,
SWE,2016,0.29561198,
SWE,2017,0.28774133,
SWE,2018,0.29971555,
SWE,2019,0.29304633,
SWE,2020,0.28870603,
SWE,2021,0.29765344,
SWE,2022,0.3160836,
SWE,2023,0.2927833,Europe
CHE,1982,0.36005235,
CHE,1992,0.3385482,
CHE,2000,0.33431056,
CHE,2002,0.31686732,
CHE,2004,0.31564513,
CHE,2006,0.33918807,
CHE,2007,0.34255534,
CHE,2008,0.337947,
CHE,2009,0.32855856,
CHE,2010,0.3255303,
CHE,2011,0.3171362,
CHE,2012,0.31567127,
CHE,2013,0.3246219,
CHE,2014,0.3252566,
CHE,2015,0.32306957,
CHE,2016,0.33042452,
CHE,2017,0.32676333,
CHE,2018,0.3314104,
CHE,2019,0.3399834,
CHE,2020,0.33737928,
CHE,2021,0.33824313,
CHE,2022,0.33795178,
CHE,2023,,Europe
SYR,1996,0.3516938,
SYR,2003,0.37514603,
SYR,2006,0.4014725,
SYR,2009,0.40394777,
SYR,2022,0.26628074,
SYR,2023,,Asia
TWN,1981,0.29969484,
TWN,1986,0.29707956,
TWN,1991,0.29967803,
TWN,1995,0.3132383,
TWN,1997,0.30822107,
TWN,2000,0.31111476,
TWN,2005,0.32179585,
TWN,2007,0.32124567,
TWN,2010,0.33213326,
TWN,2013,0.32487386,
TWN,2016,0.31448635,
TWN,2017,0.31754693,
TWN,2018,0.31633675,
TWN,2019,0.3119192,
TWN,2020,0.31231022,
TWN,2021,0.31566375,
TWN,2023,,Asia
TJK,1999,0.29532436,
TJK,2003,0.32719448,
TJK,2004,0.3360195,
TJK,2007,0.32180318,
TJK,2009,0.30774954,
TJK,2015,0.33995536,
TJK,2021,0.32379097,
TJK,2022,0.39492399,
TJK,2023,0.38034558,Asia
TJK,2024,0.36108002,
TZA,1991,0.35280752,
TZA,2000,0.37281972,
TZA,2007,0.4027778,
TZA,2011,0.3778315,
TZA,2018,0.4049123,
TZA,2023,,Africa
THA,1981,0.4521682,
THA,1988,0.43838593,
THA,1990,0.45265648,
THA,1992,0.47857958,
THA,1994,0.43470213,
THA,1996,0.42904922,
THA,1998,0.41455793,
THA,1999,0.43091586,
THA,2000,0.42833668,
THA,2002,0.41944495,
THA,2004,0.42540312,
THA,2006,0.41819033,
THA,2007,0.39761516,
THA,2008,0.40288273,
THA,2009,0.39601263,
THA,2010,0.3940277,
THA,2011,0.37459034,
THA,2012,0.39256668,
THA,2013,0.37847108,
THA,2014,0.37032664,
THA,2015,0.35987332,
THA,2016,0.36691424,
THA,2017,0.36382803,
THA,2018,0.36412174,
THA,2019,0.34855723,
THA,2020,0.34985816,
THA,2021,0.34923872,
THA,2022,0.34297076,
THA,2023,0.3349489,Asia
TGO,2006,0.42212275,
TGO,2011,0.46015006,
TGO,2015,0.43028906,
TGO,2018,0.42534238,
TGO,2021,0.37858006,
TGO,2023,,Africa
TKL,2023,,Oceania
TON,2000,0.37690175,
TON,2009,0.3749649,
TON,2015,0.33521304,
TON,2021,0.27095765,
TON,2023,,Oceania
TTO,1988,0.4260131,
TTO,1992,0.40185452,
TTO,2023,,North America
TUN,1985,0.4343376,
TUN,1990,0.40102237,
TUN,1995,0.41657296,
TUN,2000,0.40809476,
TUN,2005,0.37733382,
TUN,2010,0.38466486,
TUN,2015,0.32815883,
TUN,2021,0.33716425,
TUN,2023,,Africa
TUR,1987,0.4103413,
TUR,1994,0.413152,
TUR,2002,0.41396376,
TUR,2003,0.42184338,
TUR,2004,0.4128751,
TUR,2005,0.42614657,
TUR,2006,0.39647412,
TUR,2007,0.384428,
TUR,2008,0.3902054,
TUR,2009,0.3896531,
TUR,2010,0.3878508,
TUR,2011,0.40039355,
TUR,2012,0.40168938,
TUR,2013,0.401785,
TUR,2014,0.41236562,
TUR,2015,0.42854458,
TUR,2016,0.41873705,
TUR,2017,0.43531725,
TUR,2018,0.42441425,
TUR,2019,0.438338,
TUR,2020,0.4304501,
TUR,2021,0.44364828,
TUR,2022,0.44467676,
TUR,2023,,Asia
TKM,1998,0.40806928,
TKM,2023,,Asia
TCA,2023,,North America
TUV,2010,0.39139032,
TUV,2023,,Oceania
OWID_USS,2023,,Europe
UGA,1989,0.44362718,
UGA,1992,0.41420978,
UGA,1996,0.39042342,
UGA,1999,0.42991972,
UGA,2002,0.45167553,
UGA,2005,0.42944133,
UGA,2009,0.44189683,
UGA,2012,0.4100934,
UGA,2016,0.4275336,
UGA,2019,0.42702177,
UGA,2023,,Africa
UKR,1992,0.29708833,
UKR,1993,0.28926983,
UKR,1995,0.39231017,
UKR,1996,0.35153478,
UKR,2002,0.29045695,
UKR,2003,0.28664893,
UKR,2004,0.28934017,
UKR,2005,0.29020715,
UKR,2006,0.29794392,
UKR,2007,0.27012688,
UKR,2008,0.2663823,
UKR,2009,0.25316665,
UKR,2010,0.24818976,
UKR,2011,0.24551843,
UKR,2012,0.24740657,
UKR,2013,0.24554986,
UKR,2014,0.24025366,
UKR,2015,0.2545754,
UKR,2016,0.25002202,
UKR,2017,0.26049048,
UKR,2018,0.26071486,
UKR,2019,0.26619467,
UKR,2020,0.25627363,
UKR,2023,,Europe
ARE,2013,0.3251042,
ARE,2018,0.26399004,
ARE,2023,,Asia
GBR,1968,0.2684166,
GBR,1969,0.27904898,
GBR,1970,0.27964503,
GBR,1971,0.2929356,
GBR,1972,0.28776282,
GBR,1973,0.2881038,
GBR,1974,0.28957152,
GBR,1975,0.27880856,
GBR,1976,0.27589646,
GBR,1977,0.27141878,
GBR,1978,0.2723537,
GBR,1979,0.2743262,
GBR,1980,0.28477892,
GBR,1981,0.2968705,
GBR,1982,0.29903,
GBR,1983,0.29786685,
GBR,1984,0.29166204,
GBR,1985,0.30419374,
GBR,1986,0.31919184,
GBR,1987,0.3385342,
GBR,1988,0.34272873,
GBR,1989,0.33354205,
GBR,1990,0.3574197,
GBR,1991,0.34962818,
GBR,1992,0.34955472,
GBR,1993,0.3507596,
GBR,1994,0.35978922,
GBR,1995,0.3551664,
GBR,1996,0.3529524,
GBR,1997,0.35735163,
GBR,1998,0.36621472,
GBR,1999,0.3678378,
GBR,2000,0.38848642,
GBR,2001,0.37086216,
GBR,2002,0.35146394,
GBR,2003,0.34856063,
GBR,2004,0.34834158,
GBR,2005,0.35485032,
GBR,2006,0.35879987,
GBR,2007,0.34413147,
GBR,2008,0.35445124,
GBR,2009,0.35137364,
GBR,2010,0.337056,
GBR,2011,0.33191085,
GBR,2012,0.33090645,
GBR,2013,0.32699567,
GBR,2014,0.3314094,
GBR,2015,0.33311963,
GBR,2016,0.33109328,
GBR,2017,0.32608232,
GBR,2018,0.33689803,
GBR,2019,0.32824185,
GBR,2020,0.32644576,
GBR,2021,0.32414633,
GBR,2023,,Europe
USA,1963,0.36726266,
USA,1964,0.37374026,
USA,1965,0.36825225,
USA,1966,0.3709646,
USA,1967,0.36886302,
USA,1968,0.36326066,
USA,1969,0.3601449,
USA,1970,0.3659216,
USA,1971,0.36917382,
USA,1972,0.366613,
USA,1973,0.36112753,
USA,1974,0.35476547,
USA,1975,0.35648388,
USA,1976,0.3556052,
USA,1977,0.35504323,
USA,1978,0.34790006,
USA,1979,0.34758875,
USA,1980,0.34716898,
USA,1981,0.3548752,
USA,1982,0.3666041,
USA,1983,0.37291998,
USA,1984,0.37344322,
USA,1985,0.37640655,
USA,1986,0.37556332,
USA,1987,0.371961,
USA,1988,0.37705073,
USA,1989,0.38237947,
USA,1990,0.38262486,
USA,1991,0.38044837,
USA,1992,0.38372794,
USA,1993,0.40363088,
USA,1994,0.3998538,
USA,1995,0.39853597,
USA,1996,0.40308315,
USA,1997,0.40524122,
USA,1998,0.3995175,
USA,1999,0.3998439,
USA,2000,0.4013887,
USA,2001,0.40594274,
USA,2002,0.40352023,
USA,2003,0.4077004,
USA,2004,0.4054555,
USA,2005,0.41260278,
USA,2006,0.41693398,
USA,2007,0.41088763,
USA,2008,0.41092274,
USA,2009,0.40849945,
USA,2010,0.40241358,
USA,2011,0.41163278,
USA,2012,0.41155744,
USA,2013,0.4087145,
USA,2014,0.4173704,
USA,2015,0.41455927,
USA,2016,0.4133007,
USA,2017,0.4138584,
USA,2018,0.417826,
USA,2019,0.4190184,
USA,2020,0.40001062,
USA,2021,0.3969645,
USA,2022,0.416991,
USA,2023,0.41818878,North America
VIR,2023,,North America
URY,2006,0.4594138,
URY,2007,0.46404767,
URY,2008,0.45081532,
URY,2009,0.4554152,
URY,2010,0.4447481,
URY,2011,0.42175147,
URY,2012,0.39900434,
URY,2013,0.40450794,
URY,2014,0.40110943,
URY,2015,0.401286,
URY,2016,0.39695355,
URY,2017,0.3946439,
URY,2018,0.3968712,
URY,2019,0.39676315,
URY,2020,0.40155625,
URY,2021,0.4077686,
URY,2022,0.40551695,
URY,2023,0.40867537,South America
URY,2024,0.39984146,
,1981,0.43645427,
,1989,0.42369074,
,1992,0.41468036,
,1995,0.4092634,
,1996,0.40751222,
,1997,0.4145671,
,1998,0.42482242,
,2000,0.43366617,
,2001,0.45007667,
,2002,0.4554421,
,2003,0.45033693,
,2004,0.4588095,
,2005,0.44727567,
UZB,2021,0.32891142,
UZB,2022,0.31184828,
UZB,2023,0.34538773,Asia
UZB,2024,0.34563366,
VUT,2010,0.37351298,
VUT,2019,0.32317576,
VUT,2023,,Oceania
VAT,2023,,Europe
VEN,1981,0.5560985,
VEN,1987,0.5344797,
VEN,1989,0.437755,
VEN,1992,0.4206128,
VEN,1995,0.47166613,
VEN,1998,0.47998744,
VEN,1999,0.47698405,
VEN,2001,0.47170475,
VEN,2002,0.48877847,
VEN,2003,0.47906187,
VEN,2004,0.47316486,
VEN,2005,0.49316522,
VEN,2006,0.44698364,
VEN,2023,,South America
VNM,1992,0.35654193,
VNM,1997,0.35442206,
VNM,2002,0.37029624,
VNM,2004,0.36785832,
VNM,2006,0.35788617,
VNM,2008,0.35570312,
VNM,2010,0.39252725,
VNM,2012,0.35645887,
VNM,2014,0.34755376,
VNM,2016,0.3526674,
VNM,2018,0.35715547,
VNM,2020,0.36790165,
VNM,2022,0.36093006,
VNM,2023,,Asia
WLF,2023,,Oceania
OWID_GFR,2023,,Europe
ESH,2023,,Africa
YEM,1998,0.34997785,
YEM,2005,0.34732336,
YEM,2014,0.36707094,
YEM,2023,,Asia
OWID_YAR,2023,,Asia
OWID_YPR,2023,,Asia
OWID_YGS,2023,,Europe
ZMB,1991,0.59420234,
ZMB,1993,0.52553844,
ZMB,1996,0.48328558,
ZMB,1998,0.4912264,
ZMB,2002,0.42058727,
ZMB,2004,0.5426552,
ZMB,2006,0.54571337,
ZMB,2010,0.520122,
ZMB,2015,0.5584075,
ZMB,2022,0.5148495,
ZMB,2023,,Africa
ZWE,2011,0.43153575,
ZWE,2017,0.44337082,
ZWE,2019,0.5025645,
ZWE,2023,,Africa
